file_id	case_id
4bdddb3c-3639-451e-ad97-664fc48b6bf8	TCGA-H7-A6C4
41ead8d0-85e4-41ff-9e51-8afe1e51ea6b	TCGA-F7-A50G
3a2fdca3-c3b9-4f71-8f9c-f00970d318fd	TCGA-CQ-7067
a6539e64-aeac-4a51-9a35-b088be14668c	TCGA-T2-A6WZ
9c2a05d4-9f94-44bb-b1ee-a71f4f1c5e8f	TCGA-H7-7774
22ba6691-d4b9-4067-9acd-17cf251d89b7	TCGA-CV-7429
093a60dc-6e80-4c41-865b-4cd98384c6d5	TCGA-QK-A8Z7
69252a54-bbd0-4e93-a936-6dcb920acfb3	TCGA-CV-7435
e6b99e42-89f2-4666-a76f-1c33b99d0f0e	TCGA-DQ-7591
a1bf61fc-7a12-4b94-9b39-d468a7df361d	TCGA-CV-7434
6a8370d5-8873-4f35-b6b5-31869f58a736	TCGA-HD-8634
b0a41da1-d309-4d5a-bd1e-59a7ecdcf64a	TCGA-CQ-6222
ae8d7f0a-9810-4321-a53d-ecbcff6a0cf5	TCGA-CN-4723
36697eb3-31ab-4c81-9f93-5e812fec5ffa	TCGA-CV-7178
93982df0-1e17-461f-a23a-df067418f1c3	TCGA-H7-A6C5
ddb1a596-2fce-466b-8b84-a92684527855	TCGA-D6-A6EK
3e1c0989-8575-4d69-88b4-623292093043	TCGA-CV-A45T
8f8747e2-5ea0-4347-a998-7f52ff5f1a83	TCGA-CR-5248
4e2e0508-1085-4ec8-9c56-c29127d0a3a2	TCGA-BB-4225
151e8d75-31ae-4cf3-ae8b-f5f105e6363a	TCGA-CV-A6JN
bf51cf1f-c9a9-4923-af87-b80ac8450edb	TCGA-D6-8569
938c8a89-f60e-45d4-9055-6ef27f73d936	TCGA-CV-7235
d81be377-be69-4b84-a224-015aa562601f	TCGA-CQ-A4C7
cae964d9-1b18-4343-acc1-ed243e566ea1	TCGA-CV-7183
46602657-873c-4a6b-86e3-fb0f75eee3e2	TCGA-CQ-5324
745aa662-a927-4863-80d2-7b9f222d708d	TCGA-F7-A61V
95cff59f-cec7-490d-9519-83b39c202cb2	TCGA-BA-4078
f251a0a3-2d9d-4b3e-9277-9a7bdec380cb	TCGA-IQ-A6SG
c013ba53-35bf-4b40-a744-21f390303dee	TCGA-CV-6433
16115315-72cc-454c-93dd-ec6c6310a8f1	TCGA-CX-7086
6963bebd-6efa-457d-b2b1-949576cb32e4	TCGA-UF-A7JO
bdf4c1e7-f823-4828-ac05-e8b0608a2a11	TCGA-C9-A47Z
bb9b442e-d08b-4b0d-8136-f095dee5991c	TCGA-CN-4728
53401597-522a-4be6-8f22-9ef858a691ae	TCGA-CR-6481
08c1c957-1ef0-48c2-8131-e1e9f29f9b02	TCGA-HD-7832
3f6cc2ce-245d-4eed-831c-ad4165376e69	TCGA-CR-6493
bc3174f1-53fa-4e76-92af-4093924daa83	TCGA-BB-7866
fe7ba23d-4829-4d00-a20f-2390c2bb22f6	TCGA-BA-A8YP
39a52830-42d3-4372-bfb7-dca85d09b3c9	TCGA-CN-4722
0486cbe7-ea63-4a75-8bad-7e95993b34ce	TCGA-CV-6938
e5d9c53b-3516-45c4-8008-f20e9586628f	TCGA-CN-A49C
01938448-39ff-474a-865e-b41c5207f3bb	TCGA-CR-6471
35642bf7-b6a9-4b78-a11e-e89c2a30d451	TCGA-CV-5978
9bd7d902-9828-49a7-93c8-7223340ba3b6	TCGA-T3-A92M
9b55f6d0-87d1-4afe-b27a-491c5e4784b1	TCGA-BB-A6UO
89472f4a-ab97-477f-8da5-92bb6b153426	TCGA-CR-7382
9cd8121a-2c9d-4a60-9235-8f3f5702b5cc	TCGA-CQ-6227
28a3b4b9-ee0e-4554-8c5d-9fe619e81564	TCGA-CQ-6221
d66293fd-36de-4518-a594-0a56d7299719	TCGA-BA-5558
495475bb-30cc-40bd-8640-cc35ab2a240a	TCGA-CV-A45O
1217b52f-535e-4a57-a23c-8bc37ac86dbc	TCGA-P3-A6T8
f5e13a7c-953c-4d71-8b27-82033f3c51a4	TCGA-CV-5435
28049154-f1db-4b0e-9cbc-4bdd5a745d46	TCGA-CN-5370
d43cedec-541c-431d-9bb7-90fcc7a133a1	TCGA-BA-A6DB
8549e24f-b9d7-4203-97ef-15aeb7a7fde6	TCGA-MT-A67A
aea0d82e-1955-43f7-b3c9-4299a2f7a456	TCGA-CR-7372
c5cee1b1-52af-4448-9ce3-443eee654433	TCGA-HD-A6HZ
48ffbcc0-bc7b-4295-a27a-9ce3b7a17814	TCGA-D6-8568
7a135d57-ce55-46bc-99d3-d7acf7c2751a	TCGA-D6-6825
21313b5a-fa60-4113-bd3e-f1aaf595323a	TCGA-CR-6484
6e5885ee-adc4-4771-a7ec-9719dbd59081	TCGA-MT-A67D
6f76f81d-dd73-46d2-9fa0-3dc21b753b28	TCGA-CN-5364
4a4b8437-d003-4149-9770-fa8365eb3430	TCGA-CN-6021
28b7da5b-4e10-46a6-aa08-db3738a5d220	TCGA-CV-7089
50e29729-0b0b-44e3-ae95-4de7372c087c	TCGA-BA-4077
efba4bec-89e3-41d2-ba9f-8b4ef7be3b95	TCGA-UF-A7J9
d6b37c06-d3fc-4892-b651-53e7401e8924	TCGA-CN-4729
74ad1b3f-bc69-49bd-9b7f-b4819ba155f9	TCGA-CR-7379
27794773-b10f-4ef7-9c19-90958bfc3d2d	TCGA-UF-A719
ba98799c-6f98-4d0e-9ce1-b2a21df680c5	TCGA-QK-A6IJ
a6095079-12c7-4de0-a779-e1c639db5541	TCGA-CV-6961
e94a11c5-a447-4c7e-a19d-afb34d300a75	TCGA-CN-6023
a62d59ff-b040-4986-adb6-044191fe4462	TCGA-CN-4741
a14a2fc7-3f99-4ba8-a6e2-41a72a0f59d4	TCGA-QK-A6IH
727176ff-b360-45b6-9f18-cc18cace6961	TCGA-BA-A6D8
14456850-fe81-41f4-bcbb-eff9e48d04d7	TCGA-BB-7861
2da6fba1-296e-4cdf-8ffb-f9a4f7709038	TCGA-CV-5432
abbfd050-61b3-4138-94d2-19a11fe55407	TCGA-CV-7406
0a72a23d-0e31-4060-8a99-c5da7e11c5ef	TCGA-CV-5966
ac1b4443-36d4-4cb0-8297-6edae4520c9d	TCGA-CV-6934
0f568886-7033-4eee-98b2-beaea3819bac	TCGA-CN-A497
09e82288-aaa9-43c7-81ec-d1f98e18a798	TCGA-H7-8502
78107a9d-4eea-4cc6-9aef-1915f35acf75	TCGA-F7-A623
5dad89d3-a15a-4dcd-9b91-77f824f343bf	TCGA-CR-7398
7e910e81-71a8-4120-993e-746d29902026	TCGA-T2-A6X0
6c93913f-c670-4a58-acdc-91166f249eef	TCGA-H7-A76A
fcc92fb1-5ea5-4a09-b529-af4c06e78dc9	TCGA-CR-6473
6a74413d-938b-492c-94ac-d5113d255240	TCGA-CR-7404
5fb5f7ac-6241-4c3d-8350-b18f28c317c5	TCGA-CR-7394
a7f51de2-26ec-4719-89b8-161c9d1f0790	TCGA-HD-8224
19993db1-8cd3-4095-80fb-5e0c7c8d14d3	TCGA-CV-7430
c2d0bb8c-05d3-4eb9-9782-aaf4f9e91353	TCGA-QK-A6IG
50fd12e8-71e9-40e9-8752-33cc2b537000	TCGA-CR-7371
130c3d03-9b15-4577-bff2-f9e3cf8cda29	TCGA-CN-4726
2f31d626-547f-4163-a934-4550c7302dc5	TCGA-CR-7380
bfc9aff7-93e2-4331-9722-764f599e9409	TCGA-CV-A6K2
5ed98c17-8df8-48b3-a6f9-3d5c33119e26	TCGA-DQ-7589
3b799ba8-b92c-4569-ae57-08bda7449f25	TCGA-CR-7391
38f3f620-6776-4d79-ba15-f562e6f30277	TCGA-H7-8501
d10f39f7-70e3-442d-bac2-0d8900f03dee	TCGA-CV-7409
0401cfb1-2922-40fb-bb2c-f5c6966dbe49	TCGA-D6-A6EM
2c2078a4-b77d-4cb7-ab07-bacf57cdec28	TCGA-F7-8489
8092885a-cc9c-481d-a726-89ca9f112f5c	TCGA-F7-7848
4b2bbd5e-3d02-445e-904f-6d69d43816af	TCGA-CQ-5329
a22b70b1-3c74-43d9-9786-07d254605fb0	TCGA-C9-A480
db7c3ee7-60dc-4730-b426-b733c6a41ada	TCGA-BB-7870
36967820-2fb2-41f5-9fa8-b2021d09e0ad	TCGA-P3-A6T7
b5506833-abd9-4411-b9fd-4516fbc6fafc	TCGA-HD-7831
3f7bd19f-bcfc-4327-a1e2-bc30b4f6e861	TCGA-CV-7437
7acd7331-19ee-4160-9bed-f23663032491	TCGA-CQ-5326
0fe556bf-dcc8-4a8c-8b5e-b04d82e6211a	TCGA-BA-5153
88983362-a45a-4eb1-bdd2-e7b2705d9c88	TCGA-QK-A8Z9
5df6ebd2-2049-436d-b845-86674a084db5	TCGA-MT-A51X
4e136d13-7cef-4b44-aa07-6cd04d8a31f7	TCGA-CR-5243
1c360680-f479-4eec-8aa5-0c1a13b75a42	TCGA-CV-7248
953b89f7-4f4d-4624-9684-d287d490d5b4	TCGA-CQ-6220
1ea7ed6e-0e4c-440b-b54f-229ada1a69f7	TCGA-UF-A7JH
6e51b34e-3765-4dc7-b958-4131d0802810	TCGA-F7-A61S
97462011-c8af-4335-8886-813b9ba3c697	TCGA-CV-5440
4053afaa-596a-4a22-bf80-d413794d80e1	TCGA-CX-A4AQ
b7139eaf-eac0-4794-aee2-3695a2043bfe	TCGA-CV-7433
63cf0b7d-bfdb-4576-8c68-6b815da9835c	TCGA-CV-5434
8b710010-8a49-469f-9b0f-58c79916ae37	TCGA-CV-A6JE
e3961310-002a-45bf-8ffd-088c400545cf	TCGA-DQ-7590
41542898-f98a-4e0f-b4cf-e7153a39acb7	TCGA-CQ-6219
f6767fe8-f7a4-4993-a785-b0eaefc2f798	TCGA-KU-A66T
5a56089f-5a40-481c-a344-99309cd1d4cd	TCGA-HD-A633
ca7103ce-8d6d-4b6f-8982-c12914fc896e	TCGA-CV-6943
2d16a5f3-bcc1-4809-9137-9170ddfd8026	TCGA-CR-7369
8c9dd8be-0b32-4bc9-aa8e-a86fa8712325	TCGA-CV-7250
3ea984a8-8d51-4994-b8c1-e6cf1f92c6fa	TCGA-D6-6826
f78434bc-dc0a-412b-871d-59b823b686dc	TCGA-QK-A8ZA
eb358d94-4cba-4f14-ba44-a8fdaa4140a2	TCGA-BA-A6DE
459912ae-ae3b-4066-8e8a-ca2842e82f41	TCGA-BB-A5HZ
59fe2b9f-da64-452e-a54a-245fbb6bf76d	TCGA-CN-4738
52615511-71e2-4ed9-a56f-d470662ef5ef	TCGA-CN-6989
6ddaa57e-0b22-43e7-9c2b-6212af18b2f5	TCGA-CV-6959
7a8db4d9-ddee-4f17-bf71-d33e43afaeab	TCGA-KU-A6H8
b594be41-26d7-4416-b694-ea33bf89b9ed	TCGA-CV-A6JO
2d667907-3666-4cb4-8629-6c20b4ef77b3	TCGA-CV-A45Z
00493cfb-cfcf-4994-b4f4-3f1ff94e21f8	TCGA-CV-A463
0df563f3-af10-446d-bf7d-9c16c685aaa4	TCGA-QK-A6V9
649d954a-847a-4698-95c2-dbb18582d864	TCGA-CV-5441
b4dd9915-1bee-4a4c-8cfa-9bb5c8157243	TCGA-BB-4223
c01bfd3f-c2ee-4a2e-abe1-c08def164e56	TCGA-CR-6482
73a49f51-4a65-4bfd-ab68-2003a3a2cee2	TCGA-BA-A6DI
f58540cd-7ad0-4167-b984-3506713d5da1	TCGA-UF-A7JA
91fa8c2b-ee99-42ec-a0e2-088931d05c4a	TCGA-CV-7103
e0cb075a-1270-482f-a8ae-d1fdcf6ba0f0	TCGA-CN-4735
ccfa22c8-d440-460e-899d-98ce642effca	TCGA-P3-A6T2
d9f2f627-8527-47be-bb59-fe7033c3499d	TCGA-CV-A6JT
c45e4ae1-3b59-491a-b0d3-e8560e0d42a0	TCGA-CV-6952
0d99adbf-a53d-4f67-8894-a906faa8cd0c	TCGA-DQ-5631
c5cec55e-35d1-4203-9392-60aa8794534a	TCGA-IQ-A61H
c261903e-b302-4e33-80f5-44ba910eaa47	TCGA-CR-6480
73ba4949-9057-498b-80b5-8b6f70841a8e	TCGA-CV-5442
0302ccdb-2853-4679-be48-de365da40545	TCGA-CQ-5333
36a551c6-a242-42fe-84d5-e1bbc40664e0	TCGA-CN-A6UY
d7b647d8-f2bd-46b5-aa35-8b16b9eda800	TCGA-BA-A6DJ
045ffab4-4408-4550-b46c-ba0b237bb00f	TCGA-IQ-A6SH
5c1e860e-a8c2-4dfc-aceb-d1bddb365edf	TCGA-CV-A45W
51d2bbc3-8240-458b-9feb-0d9808fa1646	TCGA-CQ-A4CH
8de5bdb3-9dd2-45e0-8b21-1f2b285e0990	TCGA-CN-A63W
7e9a384d-04ae-4739-9ee4-1e97628b5a58	TCGA-CR-7367
a4ff09d2-4f62-403d-bed7-c8121af0e828	TCGA-QK-A6IF
3a786e65-0e2d-4472-8532-551994771b06	TCGA-WA-A7GZ
0f230728-5576-43ee-be60-17e9efc5e808	TCGA-CV-5430
16680c4f-fb49-4bd0-ba7c-58f132ca77f3	TCGA-CV-7568
0f6610dc-68ff-4e6a-8e14-247d14efdc3b	TCGA-CV-7177
ee3bb002-0561-4bf4-85bf-d4425036579c	TCGA-CV-A468
f0710431-74a4-4b7e-a715-885b09db10f2	TCGA-CX-7082
3d00f82c-a193-4eec-8a1b-472b3c614abd	TCGA-CN-A63T
897b51e4-4451-4912-afc3-4866a618573d	TCGA-P3-A5QA
74e2bec2-e4f4-426a-bd87-21c5a16dcfdf	TCGA-UF-A7JJ
1140cd49-2d5f-4830-a135-bb887567be41	TCGA-HD-8314
2f139a03-2848-4b7e-9c81-34fb5d4bf3bf	TCGA-BA-A6DG
