ANLN_ENSG00000011426.11	ENO1_ENSG00000074800.16	CDKN3_ENSG00000100526.20	PGK1_ENSG00000102144.15	CA9_ENSG00000107159.13	TPI1_ENSG00000111669.15	VEGFA_ENSG00000112715.25	SDC1_ENSG00000115884.11	SLC2A1_ENSG00000117394.24	P4HA1_ENSG00000122884.12	GNAI1_ENSG00000127955.17	KRT17_ENSG00000128422.17	LDHA_ENSG00000134333.14	ALDOA_ENSG00000149925.22	SLC16A1_ENSG00000155380.12	DCBLD1_ENSG00000164465.19	ANGPTL4_ENSG00000167772.12	FAM83B_ENSG00000168143.9	BNC1_ENSG00000169594.13	PGAM1_ENSG00000171314.9	FOSL1_ENSG00000175592.9	COL4A6_ENSG00000197565.16	KCTD11_ENSG00000213859.7	file_id
38.5032	2263.5198	50.6129	604.5721	117.4918	960.11	13.9977	1060.2025	670.7179	81.0974	13.2401	11913.9414	2055.7551	17.1053	251.6093	56.3611	91.7925	48.9783	139.4799	185.5479	158.9426	39.3826	100.4496	1f40b3db-3351-4dbc-8560-5c5b6a0e0def
15.7231	2112.4668	10.0511	198.6568	12.5243	913.2668	18.8895	935.5111	315.1049	58.9821	3.9708	5632.6727	1039.9039	14.8106	23.9797	24.1214	49.8775	11.7543	50.1367	121.6853	8.0379	3.0684	80.6244	ec1c8dbd-035e-4e68-a22f-1e0f9563f414
30.4177	1554.9581	32.4544	311.1587	5.0562	845.2906	13.0035	859.9798	291.0058	44.8808	6.3088	10241.8484	643.7959	7.6954	88.1209	14.3157	95.4632	9.2721	66.7312	148.2739	101.0356	7.9598	95.4551	cc8ebbe0-d89a-4f78-87cf-660e27df4d10
50.9755	2690.6512	43.5571	565.4039	110.1949	1039.9754	22.1664	1221.4044	490.5358	88.3963	11.1541	6770.1205	588.6099	4.2297	192.1401	42.9276	37.4732	55.7011	136.9901	181.5414	190.6296	3.663	119.3052	ce1ec969-4bdb-40a0-b9cb-0fe04498f29a
53.3224	1617.0844	12.0731	565.1063	55.4175	645.5658	28.0813	1456.3552	1060.2623	59.0162	9.0397	8322.7293	610.5406	8.5476	53.3598	28.0888	19.2045	52.4282	165.1328	105.1032	64.4105	39.2993	97.5553	044de6e3-52f7-493c-b8d2-6aeca52375ea
74.2599	1812.4838	53.7366	369.1071	55.718	1264.8323	19.5742	881.1488	855.6415	90.8636	7.0705	5385.5994	927.4147	6.8252	211.5046	12.7795	16.9132	29.7053	89.6533	164.4395	248.7731	29.3213	51.6728	8ed43daa-0118-4481-9e7e-71c4b709b626
6.0341	1182.3935	4.9074	243.6159	8.2454	594.9405	11.8829	1661.0303	940.7333	88.5037	8.0452	8731.9064	564.7961	4.974	81.9483	37.9526	129.1896	26.2904	75.9864	127.8158	19.0214	7.8524	43.8648	80757185-4699-4dc0-a39d-5da6b97005f7
78.7226	2821.2519	21.574	351.0567	2.669	345.862	13.8478	1508.0647	691.4555	47.814	10.4152	6899.1414	437.8977	6.7719	98.0852	30.6566	27.4199	38.3341	110.9129	134.8937	166.7902	38.2716	25.6301	1e861ec0-54c1-41c0-ab31-990b60316cdb
87.4186	1496.7452	33.5624	390.4593	19.3167	704.0053	47.1982	998.7119	479.0044	80.9164	10.8594	1581.9201	315.215	7.5004	75.5833	8.3006	91.0945	34.6077	65.9646	108.8081	36.97	0.9372	56.2397	6931c961-ab7c-49a7-ba4f-d1a91de1d106
25.2354	2115.0372	39.123	573.2848	186.7121	2125.2267	18.3346	793.6395	571.968	86.3131	10.1497	8974.5241	658.0413	5.9527	77.4971	33.6348	87.6195	5.9187	57.9224	182.6332	226.9114	16.8044	65.9957	3706e408-1107-49d5-a526-5746c0e581ae
38.9668	2224.2649	20.3768	266.1336	15.7877	1036.0156	40.6413	1901.1763	1344.5493	59.0914	12.5141	4243.2343	648.9455	8.43	300.1999	13.1592	276.1496	34.3169	156.7641	136.4933	219.2054	12.9858	71.0595	5b127b97-b493-47be-8a83-bc534733213e
54.1691	1153.6047	15.8444	302.9531	1.2086	2411.8446	21.0336	1616.9703	282.5101	42.7063	8.5102	2544.4736	431.6674	4.8534	104.9339	11.7206	35.8744	34.9079	20.3789	52.2433	76.051	0.7328	29.8092	6bbf7ecc-6210-4173-956a-aa241cbbff2c
2.9744	252.6113	3.4861	124.795	0.0326	435.272	11.0482	292.6077	33.7277	15.2319	1.7089	1491.0766	308.7508	11.0572	21.0465	1.8619	11.8069	5.1842	9.0047	19.4363	96.2526	0.3278	45.1845	4bdddb3c-3639-451e-ad97-664fc48b6bf8
17.4645	1009.4767	12.3032	176.8475	10.7382	398.4945	29.2619	1155.2524	800.1097	33.4957	9.6087	8737.9261	459.1976	6.7865	131.5998	22.2252	28.5468	50.8196	115.9067	116.2355	108.6663	7.7278	53.9456	41ead8d0-85e4-41ff-9e51-8afe1e51ea6b
73.6814	1683.9796	15.1524	287.6129	14.2861	722.9082	14.0862	1238.0577	340.9527	49.3894	27.3691	13761.6887	533.7266	5.8988	36.6653	60.3319	49.6801	32.6969	152.4909	132.994	78.4147	3.8874	28.7882	3a2fdca3-c3b9-4f71-8f9c-f00970d318fd
15.5619	2055.0368	36.8008	218.2037	379.2788	711.6958	16.8265	626.5622	313.0753	21.1402	2.15	7978.7762	400.1229	3.5188	26.1755	4.4748	54.479	6.9178	32.1903	44.6989	254.3186	5.6142	71.1586	a6539e64-aeac-4a51-9a35-b088be14668c
23.8606	932.2096	12.0778	262.6578	0.4247	1049.9444	6.2216	1199.008	495.6072	12.3386	7.9092	13915.8719	395.731	8.7394	63.7295	3.5759	32.3485	23.9848	61.192	133.184	33.3808	2.3544	92.3191	9c2a05d4-9f94-44bb-b1ee-a71f4f1c5e8f
52.2899	1844.5897	51.4338	500.5016	5.0462	1194.5688	13.7427	1043.3171	149.8962	102.0662	7.1493	1522.491	658.0418	6.7747	164.4834	104.8096	96.7287	10.4372	78.6825	174.37	317.9367	53.0644	26.0084	22ba6691-d4b9-4067-9acd-17cf251d89b7
53.01	554.5408	12.8636	243.6503	63.7463	676.5627	38.7692	1013.0712	219.9989	37.0817	2.0642	5829.7731	342.3975	7.8503	40.6555	3.3314	7.1638	22.8166	3.9144	64.1605	61.8087	6.2678	18.1308	093a60dc-6e80-4c41-865b-4cd98384c6d5
36.0514	1759.6417	15.5845	294.8955	43.3144	953.1878	22.1102	1745.2754	1253.0606	115.4639	5.5884	6128.7188	584.4043	4.2869	156.5606	18.5568	46.7204	61.7782	152.7695	160.8085	104.4152	46.5365	33.6992	69252a54-bbd0-4e93-a936-6dcb920acfb3
112.2748	2129.5204	66.916	919.0074	3.5069	3776.6007	28.109	369.6155	446.1283	97.5772	10.0543	581.2794	322.396	5.5768	10.8079	5.1493	8.3543	7.6706	15.9315	82.5592	16.2171	0.3078	18.5757	e6b99e42-89f2-4666-a76f-1c33b99d0f0e
78.3082	2526.5024	50.8576	508.0866	176.607	1732.7852	15.1584	581.1739	1384.0862	60.9749	15.3256	21871.2994	1042.3844	6.4728	278.6143	53.9199	99.8898	90.2096	246.6076	188.9844	460.8835	30.565	100.0848	a1bf61fc-7a12-4b94-9b39-d468a7df361d
59.7441	1362.1644	27.5503	395.1953	22.0154	772.1138	32.0098	1237.5073	299.5354	29.4725	7.8329	14826.5728	932.6714	11.7145	117.1851	26.6253	61.9252	51.026	100.0496	178.7395	156.0799	7.9103	73.9298	6a8370d5-8873-4f35-b6b5-31869f58a736
14.6157	934.7939	8.8351	254.4877	28.802	591.4871	6.6869	895.7855	116.5529	19.5478	4.8365	9640.168	502.1304	8.3284	36.5895	9.7654	38.6727	17.5358	30.908	101.5102	36.3635	1.3604	20.3424	b0a41da1-d309-4d5a-bd1e-59a7ecdcf64a
71.1264	3061.577	43.4139	645.984	89.7612	1296.1408	136.0713	959.9541	1879.8154	120.1553	3.9326	5180.6068	952.6549	16.5136	84.9351	57.1135	103.2732	40.9355	90.2555	218.04	126.66	24.8212	113.6844	ae8d7f0a-9810-4321-a53d-ecbcff6a0cf5
5.5144	786.8221	5.4182	182.1857	2.2572	447.6003	5.1281	891.037	105.5375	18.4933	3.1257	1598.2344	244.0569	6.9339	13.6385	3.3119	109.1459	9.559	16.9474	62.2398	59.8058	3.7293	17.6615	36697eb3-31ab-4c81-9f93-5e812fec5ffa
8.9505	491.0763	4.7154	200.7707	1.1845	444.5659	10.3426	466.1402	124.421	65.1805	5.7664	1770.4834	246.5804	4.6276	8.8002	4.8838	21.1743	10.4914	13.1682	37.8565	16.2108	3.3453	38.5846	93982df0-1e17-461f-a23a-df067418f1c3
9.3431	1239.1471	9.267	153.9081	38.119	1045.6667	11.1832	845.4543	277.6736	15.3738	7.7798	32345.971	537.6585	6.7014	51.8945	6.2256	143.7805	2.6272	11.7545	89.1096	36.2717	1.5882	95.064	ddb1a596-2fce-466b-8b84-a92684527855
22.4366	869.3807	9.3887	262.5123	0.2144	524.3353	10.2214	715.0795	125.7027	14.2513	4.6803	1072.5297	373.9954	4.7077	31.0789	3.344	19.2425	45.5433	28.3075	70.7346	281.2002	0.9604	132.1834	c9c4cad8-754c-428d-8e21-6e6806fe54fe
33.3103	1109.0017	30.6499	289.8497	2.9027	662.4551	11.7929	666.6132	157.2788	21.3475	5.1573	11019.1774	600.6567	4.383	44.8451	13.6669	27.356	9.9111	36.0934	71.6263	84.9344	10.5375	61.5917	3e1c0989-8575-4d69-88b4-623292093043
1.7117	966.4334	4.9048	185.564	0.3772	314.2927	13.5474	229.7186	30.7016	21.2553	2.1659	1185.6506	221.6658	7.8842	13.9842	2.826	89.2086	11.6947	1.6932	46.9898	39.0681	7.1582	23.5891	bb40fdc5-b4bc-4314-b8f0-9c98954fc5ef
70.2577	1884.8577	49.4156	298.0287	14.7205	820.8445	12.1794	693.1806	205.1362	32.2198	4.5479	55.1049	286.9233	6.0567	46.3245	3.1813	18.5708	23.331	79.034	88.3545	24.3893	0.0646	37.9828	8f8747e2-5ea0-4347-a998-7f52ff5f1a83
36.0988	1280.7582	43.7017	228.2566	16.326	651.544	19.5967	497.2603	227.8757	40.0813	4.796	4745.1432	349.5324	3.2348	58.9632	7.2335	139.7945	5.0909	0.32	69.1335	102.5546	0.124	68.0773	4e2e0508-1085-4ec8-9c56-c29127d0a3a2
7.67	1927.7248	22.998	175.1317	79.1945	1227.4692	9.0536	1240.8712	252.6438	26.9522	5.2853	20671.8942	714.8531	4.8321	78.5207	14.6884	28.587	4.66	33.1326	106.1111	587.6204	6.2584	95.179	151e8d75-31ae-4cf3-ae8b-f5f105e6363a
91.4992	2071.1655	23.4428	599.6908	2.8349	992.1588	34.336	1117.6641	395.7916	64.9853	10.1928	6004.6361	1039.354	11.4623	58.5074	45.2718	28.5698	31.3759	126.9939	206.3069	344.8916	23.722	65.2865	bf51cf1f-c9a9-4923-af87-b80ac8450edb
10.528	793.1793	22.4672	82.4348	6.0406	960.0908	5.2536	1425.1784	109.1622	11.5624	3.0504	29923.7891	332.3617	2.405	62.4492	8.7594	36.4933	3.7981	28.0179	45.5418	233.5079	3.1462	2.9514	34e3a8ec-b5c4-45e7-8370-fda9d20deaec
4.6982	927.7236	6.351	197.7917	0.1969	351.6484	10.6504	106.0642	25.8305	25.4001	2.0065	679.4769	250.1079	6.7106	12.9883	5.1532	30.506	6.6755	0.7923	46.821	19.6564	1.9781	24.9998	938c8a89-f60e-45d4-9055-6ef27f73d936
71.7318	1773.0095	39.1415	422.6837	54.298	953.7068	28.4769	945.1865	384.0973	138.0489	10.0222	5863.264	1261.8682	10.4585	137.9241	58.3941	285.2369	25.721	173.8765	166.0552	156.6501	46.7069	93.8154	d81be377-be69-4b84-a224-015aa562601f
18.0904	1410.8575	7.2887	404.5961	18.4562	778.2686	13.5778	1886.0012	758.4497	24.6502	8.773	29939.2032	936.4492	9.9689	105.2742	9.2764	59.2562	34.9711	75.4966	133.6376	29.5182	4.0751	83.3937	cae964d9-1b18-4343-acc1-ed243e566ea1
52.7757	1074.9615	22.1501	405.1142	39.1336	1163.1633	54.8629	2354.7652	999.5069	47.8317	10.583	12549.2448	420.425	10.1678	77.5268	23.9423	13.9008	55.4118	73.6041	103.1125	156.0179	37.9412	67.8112	24d7be4b-6e28-466b-a6ee-a514b4d680cf
46.6107	2348.2982	30.5903	525.159	25.8183	1259.5639	22.2409	2560.2749	973.6646	61.5919	6.0114	23555.5103	597.5752	22.2134	117.035	35.141	52.0226	48.2144	98.4634	225.8965	100.9987	4.0804	66.4952	46602657-873c-4a6b-86e3-fb0f75eee3e2
26.0864	1460.3202	23.9296	261.6296	44.1098	1041.8297	17.08	755.6317	567.0773	37.0763	7.962	7078.4835	607.5155	6.9202	217.9559	10.0558	20.033	23.1761	119.4893	104.9555	145.2547	21.554	71.2736	745aa662-a927-4863-80d2-7b9f222d708d
77.7413	570.9525	27.8182	560.5887	49.2608	781.7443	50.8293	1366.7284	618.8936	81.4683	4.7675	2876.6801	231.6016	1.8068	48.4847	18.5002	12.9257	31.7968	35.2276	54.4925	13.2379	86.4392	52.9794	95cff59f-cec7-490d-9519-83b39c202cb2
46.3689	1847.7654	30.0255	1061.9651	72.3153	2006.9226	47.674	1264.2722	738.4886	44.1554	11.4213	11679.2652	907.6075	13.7598	171.3242	8.9264	80.1418	31.5367	81.0159	91.6368	254.5571	7.2125	38.3639	f251a0a3-2d9d-4b3e-9277-9a7bdec380cb
55.5213	1455.3605	85.8622	265.946	41.1669	1139.9485	39.9929	445.6337	91.2634	38.987	3.8759	5849.7139	722.5834	5.5607	18.5337	6.8954	140.3202	3.9674	17.4488	93.7411	36.8523	0.0882	33.8762	c013ba53-35bf-4b40-a744-21f390303dee
83.9142	1242.7298	30.7184	192.0329	5.2019	981.2224	19.6069	1244.4901	767.3434	26.6715	13.2094	10733.9792	313.1532	6.0174	168.3654	10.4377	25.3981	49.0611	111.0709	102.2464	248.1569	12.7028	43.6303	16115315-72cc-454c-93dd-ec6c6310a8f1
43.4337	1468.0488	96.4007	551.1111	3.9827	1492.5942	16.6514	960.0006	352.4664	52.1111	2.5184	6669.1758	786.1282	21.1656	84.3343	20.728	17.586	14.7402	49.2629	163.2379	88.7797	3.3215	41.1885	6963bebd-6efa-457d-b2b1-949576cb32e4
36.7476	1636.1901	14.6352	1015.2554	239.9882	879.056	27.41	1040.5623	974.9921	72.7467	10.9507	19369.8586	1167.5699	14.1373	142.0143	38.2286	27.9058	78.641	108.7573	128.8461	355.3695	35.919	134.9198	bdf4c1e7-f823-4828-ac05-e8b0608a2a11
24.3381	1202.4186	16.0548	346.0276	18.0225	931.5987	28.7898	1052.6851	219.1195	89.3422	3.7631	4862.9463	351.5651	4.4245	53.8461	14.9976	25.374	15.355	26.0389	104.7134	147.5598	5.3084	78.4432	bb9b442e-d08b-4b0d-8136-f095dee5991c
39.2256	1477.099	29.2548	447.813	76.5554	758.262	19.2922	1116.0937	818.9772	96.7032	9.2401	540.504	365.1371	16.7303	102.3286	6.7952	69.2709	21.1993	73.5556	122.4394	11.5412	0.5658	21.0506	53401597-522a-4be6-8f22-9ef858a691ae
147.3589	2820.9984	39.2181	706.3045	52.3842	1306.3232	18.6515	825.0712	469.6559	75.7517	9.8953	12794.0679	1258.6393	32.1924	213.132	45.9333	19.0488	41.0751	127.3786	249.6215	204.1763	27.1818	71.3207	08c1c957-1ef0-48c2-8131-e1e9f29f9b02
144.7017	3027.1395	48.7748	673.9256	355.0717	1614.2989	34.3591	1489.2484	1849.2566	105.9287	11.7223	24546.287	1836.683	18.6474	219.9748	29.3517	125.5294	31.5904	157.4104	220.8654	219.2819	39.4601	138.4528	3f6cc2ce-245d-4eed-831c-ad4165376e69
95.0889	2180.7664	48.7063	393.4354	164.4607	1088.0031	34.9029	535.1145	209.2163	53.4883	6.2067	1208.3945	813.0149	7.9663	87.6795	8.6306	17.434	23.1796	15.7514	121.3493	24.0816	0.1871	23.1232	bc3174f1-53fa-4e76-92af-4093924daa83
72.422	1474.1834	31.1051	386.9742	6.3806	1139.5807	75.4203	707.347	463.5742	75.5875	1.7837	5951.7185	485.8696	13.5357	126.0182	12.911	12.4364	24.4543	35.0066	62.6399	69.844	0.4308	11.8494	fe7ba23d-4829-4d00-a20f-2390c2bb22f6
21.8907	1094.4612	8.6179	316.7058	3.5123	709.894	7.5256	1236.7188	345.8028	14.3431	11.2398	16058.9107	610.8424	5.7311	54.119	16.2551	19.6839	46.6964	60.1962	140.0491	31.7349	2.8612	56.3882	39a52830-42d3-4372-bfb7-dca85d09b3c9
37.5102	1727.841	25.5439	342.9561	17.4229	780.8819	12.0963	956.0687	254.4929	35.5015	10.2657	5997.4272	1324.6608	9.7021	276.5933	39.4899	35.327	36.9961	92.2426	115.5918	88.0477	9.2208	31.9688	0486cbe7-ea63-4a75-8bad-7e95993b34ce
38.8509	1818.2032	44.6097	385.7649	101.2853	1001.0414	34.6567	1062.3075	328.9117	42.0807	8.5662	565.9946	295.9523	7.8393	128.9286	26.1174	111.1009	11.5716	57.6598	119.804	34.5372	0.3173	41.6264	e5d9c53b-3516-45c4-8008-f20e9586628f
68.0871	1403.968	25.5584	323.7251	5.6311	721.425	10.7332	1444.8821	563.6722	27.5359	13.5603	16668.233	455.7129	9.6817	86.1722	16.5438	63.4213	64.9587	136.8523	126.5953	132.8342	8.0911	86.989	01938448-39ff-474a-865e-b41c5207f3bb
47.9113	1313.7602	29.6245	348.0569	0.5348	1343.4428	11.1357	1222.8665	445.5024	115.9363	13.3609	7965.5177	398.6508	4.6882	54.5693	34.1438	7.9478	41.4368	42.4809	87.305	128.7959	25.7553	34.1538	35642bf7-b6a9-4b78-a11e-e89c2a30d451
33.4477	1629.5687	42.7112	568.0052	47.6462	656.3187	9.1575	987.1534	483.0692	87.1561	9.6155	4127.2758	555.8961	15.6452	61.8432	59.6855	5.967	12.7144	38.3619	122.7828	49.0525	20.2283	46.3291	9bd7d902-9828-49a7-93c8-7223340ba3b6
25.9478	1598.3618	44.3519	368.9046	53.1659	989.4028	17.295	1264.8228	377.6199	33.3838	6.5671	22490.5934	627.7064	17.1005	47.8813	33.8896	189.8184	18.9988	82.8095	132.176	371.5866	5.9528	128.3184	9b55f6d0-87d1-4afe-b27a-491c5e4784b1
208.8036	1584.308	25.8182	307.8288	0.2053	657.0426	20.8293	920.3836	119.3425	81.4093	5.971	3068.8799	879.1947	5.0692	107.5654	61.6242	13.4173	27.3214	100.0277	153.4828	190.5719	3.2789	52.8417	89472f4a-ab97-477f-8da5-92bb6b153426
44.1609	1140.6147	31.1666	180.2539	54.132	728.4847	34.3621	1854.4097	880.335	85.9366	12.0979	10347.0817	599.0475	4.5328	224.2442	31.1566	61.5998	19.8242	91.5189	134.6495	291.8739	47.2067	56.822	9cd8121a-2c9d-4a60-9235-8f3f5702b5cc
28.4897	949.3328	14.078	284.0805	0.1628	819.1103	21.6472	482.0476	18.026	85.0686	6.2293	6.2684	181.3626	1.914	61.6277	13.0507	33.5507	0.5973	8.1471	55.0536	51.8423	0.0634	35.0304	28a3b4b9-ee0e-4554-8c5d-9fe619e81564
31.1314	1891.7972	18.3368	345.9218	5.8413	879.515	18.3013	1812.7087	867.793	28.2695	11.7852	15777.7098	568.7083	7.3454	218.6594	20.2825	119.8646	47.3768	112.4042	150.2242	308.3059	13.3542	75.4749	d66293fd-36de-4518-a594-0a56d7299719
2.4543	377.464	2.1185	137.532	0.8521	318.7579	39.4763	1050.1617	311.6864	8.131	10.1345	16567.0343	339.6338	7.3531	32.6071	13.6636	90.9699	24.2515	21.0073	67.7605	103.8575	0.8476	143.9366	495475bb-30cc-40bd-8640-cc35ab2a240a
66.7043	1565.5203	30.1137	310.7409	0.6296	719.3878	30.5097	2239.6711	319.7156	96.6532	10.2168	6113.9728	520.0413	11.7143	69.8199	70.7341	385.7703	9.9397	112.1543	131.9216	70.5671	77.5442	64.7739	1217b52f-535e-4a57-a23c-8bc37ac86dbc
60.4028	1315.8409	21.9484	527.2934	83.9716	1338.7521	37.1286	1310.7778	1650.1287	157.3072	11.9431	17723.1058	596.5096	6.6493	101.0774	47.3665	27.9875	113.1163	96.527	145.7578	285.9451	78.8079	64.5236	f5e13a7c-953c-4d71-8b27-82033f3c51a4
55.3237	1921.4647	37.1827	504.0106	303.9036	1032.651	31.8617	774.3477	780.8316	112.66	10.8903	6101.3772	837.2181	13.6026	271.1568	45.858	31.9485	30.7982	99.297	133.4632	89.1118	22.4239	100.1091	28049154-f1db-4b0e-9cbc-4bdd5a745d46
12.5397	1078.5012	10.5468	244.4258	16.5786	549.4282	5.1835	629.153	166.5584	31.8173	6.9461	4257.8978	446.5193	4.8493	47.1084	9.511	19.0236	14.2103	42.8728	87.201	103.3199	7.073	34.2423	d43cedec-541c-431d-9bb7-90fcc7a133a1
12.372	719.3612	13.3955	76.7601	1.5808	724.5173	9.1068	762.7405	201.2248	12.1939	7.0141	15479.6665	291.4861	3.5883	30.9444	9.994	2.6092	5.6002	25.3448	30.4276	161.3893	1.6949	34.3044	8549e24f-b9d7-4203-97ef-15aeb7a7fde6
47.8104	871.9669	24.094	326.7434	44.0392	802.0935	18.2872	1640.9797	334.8661	32.7047	10.9639	15950.0897	509.861	11.6957	84.8831	32.0002	13.5338	58.378	90.5473	87.5816	130.2058	11.5583	94.0003	aea0d82e-1955-43f7-b3c9-4299a2f7a456
20.6409	1189.3862	9.1451	220.3953	0.3049	545.1858	20.2182	1304.4572	221.9099	6.9475	4.4311	8217.7997	428.418	5.0892	56.5518	3.996	26.3603	32.5041	71.4644	91.9667	526.3645	2.2931	78.9514	a70a9ffa-3c34-44e8-a5c8-987c1d75eec0
61.9197	1037.4959	27.7987	642.4452	104.1142	1955.2749	24.3191	1743.7502	453.7463	68.6361	6.868	6001.2821	496.914	8.3773	163.7152	11.8644	54.3951	21.9787	195.0869	100.345	72.3079	17.5855	116.8041	c5cee1b1-52af-4448-9ce3-443eee654433
105.502	1488.1218	43.3635	322.9105	18.0271	694.7191	46.814	1276.2377	421.1719	65.181	8.0257	6044.9698	380.8688	7.518	159.3242	45.3884	49.0041	37.9619	90.6808	143.5275	645.1938	61.5382	71.207	48ffbcc0-bc7b-4295-a27a-9ce3b7a17814
55.7476	1690.6311	43.9715	362.4807	58.8692	842.6523	10.7425	1120.7352	703.0727	76.2226	19.1296	8137.3901	816.899	11.0272	165.7001	91.9538	18.0354	79.5699	134.1767	211.155	163.3239	20.9171	74.1674	7a135d57-ce55-46bc-99d3-d7acf7c2751a
58.332	1169.2114	22.0163	245.0026	8.0536	467.695	26.9516	868.6214	210.1443	31.726	7.0777	4007.8298	430.481	6.7643	39.7425	10.1949	74.5889	33.2537	123.591	80.1892	22.3975	0.1518	18.3867	21313b5a-fa60-4113-bd3e-f1aaf595323a
83.7206	2118.0084	34.4536	372.9739	152.1195	1392.3497	40.1641	1945.4478	1242.651	69.5024	14.694	11650.6757	831.0598	8.6911	161.4758	22.4906	42.7734	75.5438	216.723	119.1687	745.0601	95.8145	161.0891	74b85e44-faa6-4eae-97bc-76d64c49b4d8
56.2196	975.9759	17.8169	304.0978	12.4456	780.8634	48.3898	677.2798	193.6724	26.4562	4.8735	11103.0235	589.1335	5.3685	44.9755	15.0871	20.8835	16.2945	34.0794	80.3847	483.6617	11.3073	76.6914	6e5885ee-adc4-4771-a7ec-9719dbd59081
83.7427	2394.9885	63.056	488.7578	90.4121	1197.1486	16.5735	1860.8498	702.6101	54.8653	10.2937	900.2038	907.6717	7.2428	55.5539	26.7401	38.9302	31.7926	146.1233	213.1881	379.7896	17.1353	59.1633	6f76f81d-dd73-46d2-9fa0-3dc21b753b28
37.742	479.8184	24.3626	276.0962	0.0697	530.9808	28.8399	1904.6902	159.487	21.4749	6.8675	4706.0496	199.005	6.1922	37.698	8.7872	11.3237	58.5119	47.8694	59.4286	75.3898	6.5521	30.1904	4a4b8437-d003-4149-9770-fa8365eb3430
56.6413	1877.6815	26.9257	326.4742	43.3895	819.81	20.4656	1744.456	300.8011	29.445	7.7167	7040.5076	711.8139	8.2789	131.1036	15.6279	77.5895	25.8658	111.6328	138.6874	228.2461	17.087	98.1932	28b7da5b-4e10-46a6-aa08-db3738a5d220
61.2086	3398.2276	42.978	683.5648	199.8529	1130.8118	13.176	1565.0254	612.6758	113.3223	11.286	7004.6221	921.9956	9.3994	113.8526	31.866	63.2168	27.1238	108.4849	228.3084	109.035	0.935	96.091	50e29729-0b0b-44e3-ae95-4de7372c087c
65.4022	870.5406	23.3846	485.8354	39.1578	682.2333	99.1881	1870.8817	513.3362	130.9743	8.9178	13127.139	540.4877	16.3398	64.3624	16.196	69.7123	60.3661	72.8849	94.6107	54.3161	13.4234	56.721	efba4bec-89e3-41d2-ba9f-8b4ef7be3b95
32.9008	1737.0604	22.7676	486.9313	10.2893	1077.6268	35.7882	1125.3112	746.4436	49.8931	7.2525	13250.7724	344.9477	5.6268	77.9591	9.0553	30.9882	34.6205	85.3493	145.781	328.787	6.9912	97.9415	d6b37c06-d3fc-4892-b651-53e7401e8924
62.5826	2042.5611	25.8893	657.6182	101.8336	1162.2603	29.0579	1361.9709	647.9033	77.9728	8.041	10869.7171	781.9528	12.8209	177.493	46.2967	24.5349	41.6907	155.752	165.6399	367.3427	8.3051	117.583	74ad1b3f-bc69-49bd-9b7f-b4819ba155f9
47.3769	1060.9829	39.8057	244.4829	0.9539	791.6936	50.122	943.0259	429.647	16.5896	9.924	8414.7505	174.9039	5.4663	60.6248	14.4328	28.449	47.9435	56.6837	24.117	120.2277	9.6595	30.456	27794773-b10f-4ef7-9c19-90958bfc3d2d
7.3389	1467.9104	16.7368	79.4061	77.423	873.2732	10.0916	1001.4657	191.8732	21.6421	3.3182	18531.3143	307.8064	3.0835	38.4753	6.6784	80.6272	2.0935	10.9703	34.1979	95.3603	5.7069	31.442	ba98799c-6f98-4d0e-9ce1-b2a21df680c5
99.9532	3685.8084	42.0019	1013.517	479.9468	1472.4435	168.0438	1533.2172	1177.4645	120.4912	9.7534	17837.3858	1325.6939	20.188	154.0797	21.7599	280.625	43.6467	88.617	127.445	303.7664	13.544	157.6456	a6095079-12c7-4de0-a779-e1c639db5541
59.7563	1576.9696	36.5641	470.2123	0.8673	1206.1066	11.8593	1169.7736	177.1232	34.3037	2.4435	407.9439	216.0447	5.9386	77.0011	8.9132	7.4657	34.1774	21.3035	155.2999	33.133	15.429	14.0828	e94a11c5-a447-4c7e-a19d-afb34d300a75
49.3749	1235.0687	25.6259	331.054	8.3171	713.113	25.0855	1483.7817	423.0969	13.7961	11.9334	9506.3302	481.481	4.7115	31.1695	14.9211	16.0358	54.9954	114.3342	94.4914	121.0972	0.5598	34.3018	a62d59ff-b040-4986-adb6-044191fe4462
23.1095	2469.3553	18.4073	384.8273	126.5271	1388.4425	21.2786	1457.296	1073.634	49.3095	10.416	23306.9663	691.5288	7.2421	170.0338	20.0151	115.9413	10.4384	63.7559	68.6229	258.5112	10.5096	80.9361	a14a2fc7-3f99-4ba8-a6e2-41a72a0f59d4
6.452	1726.2263	21.0308	181.2874	21.1232	1714.3594	7.2165	839.8903	74.7675	46.646	0.5431	20075.2389	375.9863	2.4269	23.4344	8.0121	27.0266	1.7705	3.876	45.1637	109.8684	3.4781	11.2981	727176ff-b360-45b6-9f18-cc18cace6961
41.0823	1608.6184	36.8811	910.9419	109.9917	1151.6328	48.5862	402.1157	272.9613	95.1629	7.0106	346.5428	681.5789	8.0721	53.5023	9.2738	16.4878	25.9647	100.0052	62.8538	40.4327	3.8291	19.1941	14456850-fe81-41f4-bcbb-eff9e48d04d7
57.2497	1715.9602	77.3099	983.7838	222.8241	2864.7684	26.3127	1033.0205	623.8829	53.9308	13.0325	16858.1515	576.3204	6.6129	92.1283	23.9698	53.2797	73.7203	55.1155	167.1823	93.5446	13.6397	107.8014	2da6fba1-296e-4cdf-8ffb-f9a4f7709038
