case_id,CD4_ENSG00000010610.10,TBX21_ENSG00000073861.3,LAG3_ENSG00000089692.9,ICAM1_ENSG00000090339.9,IFNG_ENSG00000111537.5,STAT1_ENSG00000115415.20,GNLY_ENSG00000115523.17,IL18RAP_ENSG00000115607.9,CD274_ENSG00000120217.14,CD80_ENSG00000121594.12,IRF1_ENSG00000125347.14,CXCL9_ENSG00000138755.6,CTLA4_ENSG00000163599.17,ICOS_ENSG00000163600.13,CXCL10_ENSG00000169245.6,HLA-DQA1_ENSG00000196735.13,PDCD1LG2_ENSG00000197646.8,HLA-DRB5_ENSG00000198502.6,CD247_ENSG00000198821.11,HLA-DOA_ENSG00000204252.14,HLA-DMA_ENSG00000204257.15,HLA-DRA_ENSG00000204287.14,HLA-DPB1_ENSG00000223865.11,HLA-DPA1_ENSG00000231389.7,HLA-DQA2_ENSG00000237541.4,HLA-DMB_ENSG00000242574.9,CCL5_ENSG00000271503.6,file_id
TCGA-CV-A6JD,72.9494,1.3942,46.1509,80.9236,4.6451,314.6035,19.2623,1.3482,44.6271,4.4086,59.5395,542.4847,10.7995,7.4989,4750.1627,112.0143,24.5513,542.9492,4.973,29.5097,122.2348,3529.5752,356.0264,152.0901,183.3332,41.108,191.7469,b4b4e9e2-b661-4968-a347-4d6086cd0cbf
TCGA-F7-A50J,7.6987,0.5682,3.8196,22.8323,1.5529,80.9706,11.0457,0.9839,12.6602,1.1101,28.6389,98.6462,5.3939,3.5999,232.184,18.1081,3.4397,66.4564,2.8453,3.1717,19.0942,522.3821,29.8535,39.6557,30.1112,4.5125,60.6086,72fd70e4-4c48-42a4-b77d-39a524fe517d
TCGA-CR-7402,16.3399,0.9229,5.9334,37.9538,1.2191,38.812,18.648,1.1487,2.7829,0.6598,19.3022,17.5633,6.4566,4.1022,24.3561,398.008,4.9809,659.676,4.7671,222.1547,243.9393,7581.8285,246.6155,452.4816,42.1909,48.9169,46.3654,0621ca2f-3e91-4b15-8989-1bd6ec48131f
TCGA-CR-7365,14.3397,2.2414,1.9083,32.5277,0.258,159.9309,58.6134,0.2458,1.7618,0.4051,9.9344,81.9217,1.4355,1.4057,59.7791,22.3767,6.3587,206.0664,0.9551,5.3414,22.3564,705.6458,34.9184,26.6774,6.6782,5.5985,39.008,976173d5-f519-4c08-ab2a-e05bf5923dd0
TCGA-D6-A4Z9,18.454,0.8346,5.8042,66.2818,2.4509,211.2295,41.7467,2.0729,8.6701,1.4076,55.1314,69.9,5.1515,4.2723,306.6682,24.1377,7.3806,58.6825,3.1357,4.9097,28.211,563.6951,29.0006,29.4449,9.7423,6.6792,129.5498,382c3d30-4a8f-4173-8b28-38795909bd34
TCGA-CV-6951,8.0885,0.1402,1.6256,36.3033,0.3545,98.6421,20.6914,0.1861,4.0309,0.3436,18.0488,5.5976,1.7768,1.5158,4.6976,7.2441,1.7905,33.3633,0.8666,2.4304,8.9804,245.8113,17.2878,23.2813,11.778,2.6324,47.6235,919ad647-d821-45d7-ad7c-bc4078f6dc83
TCGA-CQ-7072,31.6393,0.0769,3.3228,65.0248,0.0,37.9398,9.2254,0.2721,2.6192,1.7791,13.3321,2.9958,5.3421,2.2246,3.5484,31.1181,3.7329,133.5819,3.8175,8.7033,34.825,1008.9937,58.5685,65.3412,36.5299,12.8432,158.7668,ce6dbffc-c526-4f4a-90de-ba402b2b63ef
TCGA-D6-A6EN,37.529,2.7856,139.5214,33.8076,8.9692,237.3396,329.4238,1.0771,28.2896,3.3585,157.6188,166.0763,16.8855,8.5568,793.2967,44.0412,10.3627,1664.2204,10.3479,60.896,213.032,2208.2817,389.4358,189.3611,75.1307,43.1676,480.1306,340f6bf2-e251-4e6e-beb0-0d835e292df4
TCGA-CQ-6223,17.7323,0.5444,2.6416,43.1855,0.5103,187.0659,9.2794,0.8335,8.0769,0.565,29.0664,80.7917,3.9529,2.1149,223.9987,9.8712,3.383,144.4308,2.9396,5.9969,24.4326,869.1191,36.4811,62.9455,43.4213,5.6352,51.407,12356fb5-98f2-461e-b590-6bde94eac461
TCGA-CV-7236,23.2745,0.3729,2.732,216.9431,0.7608,134.4139,6.7652,0.2912,6.0551,1.6129,32.0102,105.7125,3.3364,2.5834,152.1088,48.612,8.0261,68.5431,2.1696,9.936,36.5586,1008.9433,61.5604,87.8824,31.5149,8.5627,41.4083,1b15bd5b-b25e-45e4-9dc1-c4aed2dac1a5
TCGA-CV-7255,2.8723,0.0987,0.3393,36.8712,0.1784,173.4245,14.1064,0.1311,5.1526,0.1882,10.88,4.0679,0.3835,0.4106,23.9336,3.4958,16.3591,34.1783,1.0494,0.8451,3.9598,108.3077,4.7235,8.9432,2.2221,0.8896,113.3697,fd434c3e-120b-4e22-bd02-25e97f36fb1e
TCGA-BA-6869,5.8541,0.7952,4.6646,171.8977,1.5555,45.6477,13.4169,0.9612,3.4701,0.3011,24.6241,16.1712,3.5923,1.4712,60.9629,13.6689,1.1514,86.4261,2.1581,10.956,49.6784,1167.3462,47.7812,104.1421,13.5832,10.308,42.8275,3bb93076-d3ae-457e-862d-9a84c03b2cd5
TCGA-P3-A6T3,2.7919,0.1346,0.6476,63.9175,0.1167,76.7739,3.3636,0.3098,4.3187,0.484,12.0318,27.4691,0.8918,0.43,34.5892,2.3927,3.7492,22.8445,0.403,1.2587,7.7133,170.3989,13.9009,15.2481,12.2652,1.9153,55.0747,b6f1ca49-344f-4408-be54-a0c35aed9ff2
TCGA-BA-A6DA,2.9924,0.4309,2.4059,13.8877,0.6227,32.5781,8.4145,1.1229,1.6521,0.1173,6.9482,35.0506,1.1746,0.2389,109.1022,8.0525,2.6873,75.7105,1.3085,1.9229,9.7004,168.1646,27.8343,14.2343,5.3876,3.1604,19.1582,998d7c15-6ab5-4006-a1c8-183484bcfb2b
TCGA-CR-7364,26.1616,0.2205,5.3498,56.7947,0.0,97.82,2.303,0.878,6.4276,1.2383,13.3745,28.1662,5.9496,4.8961,30.2294,49.7971,3.3315,55.5581,2.8872,7.8746,27.4725,890.1938,49.913,83.9451,25.0565,6.806,134.1138,b956b050-74b2-4bef-987b-3d29a0ef750b
TCGA-UF-A71B,26.0768,0.5718,7.4222,32.8919,0.4132,73.6519,6.322,1.0403,2.2939,0.7267,15.5781,12.3833,4.9879,3.0122,39.1049,9.7408,4.1833,134.4926,2.8114,5.0407,28.2933,606.1246,45.3842,24.8954,41.5238,8.9302,570.6062,060bb9a8-70e4-48bf-949a-9a4da4fe321f
TCGA-CV-6955,23.1062,1.2694,3.3801,10.8788,0.7075,184.4867,15.0913,0.6901,11.9236,0.4445,26.5671,64.1699,1.913,1.6109,97.3909,46.8893,2.6815,229.0208,5.074,16.0582,44.976,1944.2806,103.7263,117.0579,66.048,11.7637,57.8904,1d209e9f-bec9-4d4d-9805-837ebd62c103
TCGA-CV-A6JZ,91.2315,6.0977,27.1155,50.9824,7.9929,347.943,27.0717,3.2794,21.1256,1.3373,42.4391,872.7111,11.5614,8.1148,781.8258,325.3161,9.8433,742.622,10.9087,38.6662,206.1602,6318.137,302.0341,519.5053,27.3649,51.5769,438.8399,3a7dfe12-5054-4679-a560-6c8bb9230614
TCGA-UF-A71D,6.2209,0.4138,2.2747,70.0577,0.4485,62.434,4.2063,0.6225,2.5382,0.2028,9.6773,4.6026,0.8628,1.3215,10.5379,13.5551,0.8486,48.2249,1.7501,3.8956,18.7921,453.5798,20.0715,31.2919,14.0797,3.5083,26.2298,e90a09a9-b44c-448b-9287-bb502da3cca7
TCGA-CN-A63V,16.2686,0.4371,1.481,38.5839,0.1579,24.1933,3.0544,0.4084,5.2604,0.2381,7.9006,3.0707,1.2511,0.8968,5.0454,12.4102,2.3852,90.6718,1.5802,6.5233,25.7259,438.3794,39.1849,39.7911,24.309,6.177,21.2202,5d866859-e5b6-455c-b907-d24df2d2b387
TCGA-CQ-5327,48.7987,2.5325,21.7531,46.5791,4.3721,322.5508,53.771,0.9917,12.0151,1.6296,54.0872,339.3618,5.828,3.9145,1160.3687,94.4623,24.6494,1337.9718,5.4542,32.9929,121.7211,3532.6566,193.4998,217.4482,61.0084,31.028,151.332,4dc4c39e-b7aa-4575-90b7-e82d0d722761
TCGA-CR-6467,61.7738,5.7425,21.243,127.7636,5.0789,141.8273,22.7642,2.709,8.8535,1.9253,48.4879,279.4869,12.759,11.7336,132.8598,118.7023,3.9762,135.042,14.6651,33.4479,60.7352,1561.5591,132.6711,183.3902,39.4538,21.8647,365.6744,24cb500c-dfbe-4c83-91c1-7d665497137e
TCGA-CV-A45U,14.3182,2.0177,10.1338,23.7023,2.9764,166.7565,19.5549,1.9593,7.467,0.6639,25.4879,55.8961,9.5216,5.1464,97.0994,13.8506,2.0568,62.9675,4.9599,5.0738,32.7226,542.6542,40.8934,44.1131,19.727,8.898,103.2983,6ffe0480-a95b-433c-b7fa-a760360f7ae4
TCGA-HD-A6I0,26.9392,0.796,6.4316,18.9382,0.1078,17.6113,94.0587,3.6546,6.7715,0.4268,8.303,2.1995,6.8655,3.625,10.8368,21.5165,3.8395,186.5981,7.3328,10.6293,73.228,722.382,157.7202,47.5314,76.0925,13.8157,41.7756,c10a8f09-e01d-4321-a0d8-a909418fb8e3
TCGA-CN-A6V3,17.668,1.4247,19.275,133.1889,2.6594,276.4773,10.8422,2.5044,11.7341,1.261,59.5838,153.7432,7.5488,2.8441,1382.325,79.3006,3.3533,277.0892,4.069,29.9521,71.4228,2198.6774,99.4612,171.8448,89.9932,15.3028,136.0104,45b179a3-d0c6-48d2-ac36-9701f390c2ab
TCGA-CR-7374,32.2359,1.0894,4.7805,29.9833,0.2567,121.9401,2.3667,1.027,2.2851,0.832,9.4312,17.81,8.5406,6.6894,10.3699,29.9045,2.275,126.4214,6.5187,9.9479,32.6373,779.3776,52.714,82.4125,59.1816,8.7731,55.4479,867a2368-8027-45d1-b7b2-5a6f5523640f
TCGA-CQ-5334,76.0722,3.5371,36.1899,189.6171,7.7349,645.9035,59.6766,1.8284,23.8619,2.9409,70.2821,500.6181,13.3617,12.7155,803.974,74.8727,31.4882,408.3351,11.0194,28.4399,107.9904,3640.7599,181.0749,404.0573,44.0702,27.8223,261.9026,20dad6c3-80f7-46c9-90a8-313f8eb1b7cb
TCGA-CV-7261,7.9375,0.4161,0.7011,4.5081,0.0,20.8677,0.5929,0.5099,1.1045,0.0131,3.5054,0.563,0.3534,0.3834,1.0726,11.3098,0.5182,101.0941,1.2393,3.2875,9.8191,314.9777,19.5411,23.3879,0.3458,2.213,13.116,edb9c52d-c5a3-4183-82cd-3e6ce07abbd8
TCGA-BA-4076,6.751,0.1535,1.3408,78.0803,0.0,26.2083,1.2345,0.385,3.2866,1.0244,8.3942,9.0502,4.9593,2.886,14.9777,11.0569,3.3972,29.2865,1.099,2.3586,6.9303,324.4613,16.812,23.8627,14.4662,2.7521,7.4833,577f45d0-c021-46e9-95c1-9795af717c18
TCGA-BB-A5HY,6.3754,0.255,4.2934,35.9752,0.7739,70.4428,5.6242,1.1285,4.0576,0.9167,9.5446,4.9218,4.5358,3.7671,48.9385,8.3446,4.349,33.7921,1.3939,1.4271,25.1031,230.2594,13.3447,14.476,3.5812,2.8152,76.4535,ad828d58-e410-4829-a078-6d995831ecfd
TCGA-BA-A6DL,3.1658,0.4787,2.3686,16.3717,0.8302,122.1837,4.4212,1.0508,2.1414,0.1252,16.2019,6.809,2.208,1.0512,14.2458,8.3766,0.9714,14.3964,7.3145,1.8155,25.632,334.0879,17.1823,13.8522,2.4134,4.9144,21.3944,0163117a-2f64-4f00-b22e-d82254aaae0a
TCGA-T3-A92N,22.6293,1.8643,9.0365,90.7367,2.4536,281.217,6.0804,1.7384,30.5061,0.9248,79.4363,194.6914,5.8397,2.2928,224.0932,26.6122,4.5995,281.5393,3.2929,9.9293,53.7872,1138.6839,65.3509,47.3141,33.5059,13.4317,79.579,2ff763c7-5655-415f-8d88-2700c8be16c5
TCGA-RS-A6TO,44.8464,4.4413,14.6826,47.1096,4.4495,223.2648,26.8798,0.9579,16.0978,1.4331,52.5999,199.0975,7.8742,4.2093,303.7479,50.1022,18.6916,349.3994,3.5215,31.944,123.5508,2756.1477,153.99,234.8854,111.879,29.9665,240.6435,2df35b3b-edea-4aa2-9cb9-9c3699e8ca16
TCGA-CV-6954,30.005,0.5696,11.2078,49.6024,2.2447,362.6728,3.2266,0.443,4.8967,1.7626,29.1417,895.7597,4.4671,5.3402,624.6788,206.4328,6.4829,1817.9907,1.9205,140.5306,296.6804,6470.7023,246.058,369.3817,4.3193,60.2046,55.6423,26186ce9-f0d1-44b4-80b5-729dd6bcd23e
TCGA-P3-A5QF,15.3294,1.315,3.2244,16.7103,1.2957,99.4583,10.0315,0.529,5.3627,0.4884,37.8616,60.0585,3.8714,1.3603,134.982,27.9031,2.5033,35.5996,2.1627,4.9273,36.662,626.9305,43.9057,53.1766,11.4507,10.9119,40.2374,a06c91ef-ed4b-42d4-9edf-1df4722fba4f
TCGA-CV-7418,22.7019,1.8588,13.0581,38.2248,2.0146,1114.0183,36.1255,1.1946,4.8076,1.7898,17.6322,87.9192,11.3188,3.9976,150.6797,38.4826,3.7021,89.3608,7.3148,9.6593,32.4088,821.0133,63.148,60.1888,36.4935,9.9225,87.3821,5da23d36-1b6e-4508-aa01-59a2c275e26e
TCGA-CV-7414,12.3969,1.3349,1.7374,36.31,0.1754,100.1948,60.779,0.4654,8.9568,0.3305,20.0896,10.8074,1.9104,1.3728,36.4658,22.7945,2.6635,36.4016,9.3843,4.8873,23.134,547.8464,34.4779,49.6029,13.6924,3.9478,86.9205,86675e21-b06e-4496-b1d8-e30c4d1b0668
TCGA-CR-6488,66.5045,0.8054,4.421,57.9534,0.3407,126.0206,16.4162,0.7302,8.3728,2.0383,12.1592,20.2833,7.7351,4.2352,18.4765,55.6579,8.4815,95.4202,3.6432,21.5608,58.2997,1184.1,84.3524,122.3602,43.6094,24.0342,47.5768,9b573cf3-f4a1-4ff4-8bb3-10be48301a88
TCGA-CV-5436,12.6273,0.3399,7.5658,72.8785,0.7367,494.8904,13.2,0.4011,3.529,2.0825,17.3866,67.7207,3.613,4.1554,117.8758,15.867,5.8387,127.6349,1.8982,6.4704,16.8456,650.456,41.1444,36.0083,29.2687,3.739,172.6939,75a491de-b673-4731-bea1-149a74ec8c87
TCGA-BB-A5HU,24.9207,0.4093,1.8611,194.0976,0.1044,65.1239,1.2444,0.7031,4.4305,1.6719,5.785,50.4243,4.9021,3.0997,37.7564,24.9094,5.6908,76.1389,2.3029,7.5766,31.0715,756.4249,47.4033,70.4416,45.6418,7.4526,52.9095,996fc9a8-2cdd-4f23-a716-218aaa69df94
TCGA-HD-8635,22.0054,1.3453,3.1538,19.3106,1.6403,150.0134,8.7649,3.0758,16.0648,0.6183,38.4225,49.2702,4.5381,2.7694,113.9585,14.6332,2.6016,160.2696,5.9274,8.1193,44.2601,1377.2303,58.0603,66.8267,75.9943,10.4944,66.7008,6adeb3ef-4d4d-4e3f-945e-c4e39fad122d
TCGA-CN-A49B,57.0905,2.589,38.1072,71.3195,5.5574,210.1451,34.95,1.6017,19.1935,5.6062,75.3288,92.5783,18.8692,12.9202,304.5776,57.8516,5.0191,286.6197,8.6687,14.9271,126.9341,2720.3204,162.7656,240.8957,53.4904,27.2619,523.8833,e0368b19-1254-4058-a216-9108a0f4d7c9
TCGA-BA-5556,69.1194,4.9777,28.0516,80.2198,6.3892,486.499,39.4522,2.2804,31.2334,2.0094,61.0699,877.2548,12.7623,9.4688,2445.4717,107.8863,20.1634,819.5655,12.6387,61.638,126.5769,4151.6978,170.5704,356.1805,237.6476,28.4696,278.0129,10b096a4-78d2-4f80-9792-306cf65c54be
TCGA-CR-6470,93.5549,5.413,21.846,217.2486,3.941,291.5009,20.7536,2.2308,22.1528,2.1606,67.1748,291.1638,18.4242,14.6204,955.6636,87.5946,8.3625,381.9774,16.0657,35.5572,76.7232,2828.6435,155.1398,234.5307,95.3364,29.7914,180.7542,21aca47f-d70d-4c5b-857d-36cea1169726
TCGA-CN-6019,134.3831,1.8145,4.7019,206.8687,2.0322,88.9659,20.322,0.91,7.44,3.3108,16.8407,62.422,6.3806,5.9766,39.5241,152.4862,10.7067,516.8346,6.0022,33.192,132.1525,3574.795,253.0106,321.6735,52.4884,44.8127,142.4605,4b33a2f5-280a-40d1-be86-4075ac09aaf8
TCGA-CV-A6JM,5.5549,0.8704,7.2405,6.2255,0.2979,30.9932,10.2811,0.0203,1.2149,0.5427,7.7382,7.7964,3.6807,0.823,9.6205,4.0184,0.8653,100.8223,0.9987,2.5185,22.9297,114.9389,44.2035,11.1615,1.0722,3.6105,65.9441,6d8fb2a2-14a2-42bf-8a94-7c0c90cfe84c
TCGA-CN-5374,43.3449,3.8365,8.2166,25.4303,1.885,113.9645,67.8441,3.0785,5.0501,1.1075,45.0845,213.1864,4.957,5.8459,146.8487,24.0737,2.3742,239.8742,15.1953,16.2333,57.601,1437.7137,129.2509,137.1163,113.0035,18.484,153.179,ef041670-f4a9-4463-9a23-fb5a409d53dd
TCGA-BA-4075,8.0331,0.0547,0.6342,32.0796,0.0,95.5893,21.9552,1.5488,16.5642,2.3234,6.6629,0.7799,0.8721,1.119,28.0393,25.831,34.4725,159.0607,0.5872,4.1767,17.1186,1261.3129,35.8616,23.4765,22.843,11.4522,56.599,09503611-2e57-46e8-912c-0542e50c6ac8
TCGA-D6-A6EQ,16.4256,0.5325,6.2663,10.7023,1.212,52.4207,28.1668,0.7305,2.9092,0.435,32.9949,85.9127,7.6748,2.4448,108.8492,22.7346,2.96,202.9032,4.1407,8.8173,49.1445,904.0127,126.141,93.5629,170.074,16.1202,61.4505,722617cc-6c69-40e7-bddb-d2a22a7aa6d5
TCGA-CV-6936,17.2779,1.5191,11.8965,102.6347,2.8024,250.5678,17.2083,1.5304,4.3062,0.779,56.21,123.0715,3.0726,1.8066,171.1683,27.4698,3.4363,453.2708,3.912,8.1716,91.1737,2208.3321,103.2524,218.3538,72.0418,18.2085,87.193,8fae59bb-c8bd-4125-8c8e-7908eebb5609
TCGA-CV-7102,43.853,0.8384,3.5407,44.4656,0.7067,143.9057,20.6847,0.5977,2.6191,1.2748,21.3622,124.7424,4.2849,3.905,58.53,70.448,6.46,106.0261,2.2276,18.0005,48.2015,1493.0976,98.5101,102.2577,25.7858,15.412,244.3213,01392dce-a8df-4803-aa61-d14956d801a4
TCGA-CQ-A4C6,26.3406,1.709,16.5669,104.6609,2.5402,360.5765,31.5069,2.2255,43.6811,2.4334,65.7426,345.1291,16.2911,11.5502,1299.1824,40.3531,42.6628,947.3003,4.7024,8.9853,87.1779,2304.279,97.136,194.1102,54.1087,15.0318,102.5212,1f40b3db-3351-4dbc-8560-5c5b6a0e0def
TCGA-CV-6937,16.679,0.2889,2.3713,26.3203,0.0,84.2296,2.0465,0.2557,0.7795,0.4458,12.8162,4.4558,2.205,1.3457,15.2751,30.4222,0.6237,262.9714,1.1906,11.5818,80.0509,1641.3211,68.4505,166.7397,79.9873,11.0148,24.1718,ec1c8dbd-035e-4e68-a22f-1e0f9563f414
TCGA-BA-A6DD,18.2845,1.3304,14.3022,62.289,1.9375,195.4999,12.8581,1.7661,4.3037,0.9171,28.4757,258.9769,7.777,3.8591,637.1936,31.6552,4.7342,229.3525,5.2213,6.6103,70.8927,1492.3234,89.4354,34.194,82.3732,15.3892,233.3714,cc8ebbe0-d89a-4f78-87cf-660e27df4d10
TCGA-CN-5366,24.9329,1.0921,9.8255,72.5122,2.9904,217.4523,26.1302,0.8648,13.6759,1.3619,27.9157,322.7443,2.9849,2.3714,210.4305,51.0707,19.192,114.5948,3.3664,11.4166,43.9892,1129.844,60.2167,94.9222,2.2423,11.5137,133.9777,ce1ec969-4bdb-40a0-b9cb-0fe04498f29a
TCGA-CN-4737,33.5762,0.9068,2.1906,38.0762,0.0614,93.0973,27.7809,0.1505,3.1325,1.1807,6.0249,15.5179,3.9625,2.3757,12.3445,39.0019,4.7713,102.0541,1.9177,11.1193,21.4295,808.4716,48.6299,86.1337,6.0201,7.9334,28.7808,044de6e3-52f7-493c-b8d2-6aeca52375ea
TCGA-CN-4730,5.0548,0.1057,0.9535,22.0808,0.0382,41.752,0.7742,0.0312,0.7657,0.1296,9.1819,10.2192,0.4971,0.4397,6.2197,5.5508,1.2743,50.3987,0.3211,0.8701,6.2039,166.984,9.9205,11.6199,0.6345,1.484,21.0443,8ed43daa-0118-4481-9e7e-71c4b709b626
TCGA-CN-6016,57.6595,0.7534,3.3078,149.1168,0.121,176.3442,46.134,1.062,6.8116,0.684,31.578,104.0542,3.4914,2.8409,100.807,81.6487,5.5722,583.7878,22.6256,23.3149,67.6998,1670.3654,126.8511,164.8803,24.769,18.3249,114.6423,80757185-4699-4dc0-a39d-5da6b97005f7
TCGA-DQ-7594,45.5594,3.5265,13.6676,104.948,8.427,311.9372,11.5484,1.5793,12.706,2.7423,46.7746,412.0286,11.2833,12.5101,992.3841,116.1567,3.8522,479.715,11.1973,56.7163,154.992,4089.825,138.4734,285.0741,70.6054,34.2957,166.7749,6931c961-ab7c-49a7-ba4f-d1a91de1d106
TCGA-P3-A5Q6,13.5033,0.4081,1.3242,23.5938,0.1474,30.3464,1.7383,0.0602,2.4772,0.6112,9.0514,25.7788,2.8921,1.5613,13.1684,29.5177,3.1811,199.9094,1.3572,4.254,37.3125,544.1144,48.6048,31.1946,9.8777,7.8823,16.2375,3706e408-1107-49d5-a526-5746c0e581ae
TCGA-CN-4727,5.6635,0.0268,0.4832,218.6176,0.0,24.336,2.3079,2.3947,3.8174,0.0875,7.1155,0.4839,0.8544,0.5348,1.2568,2.2784,2.1108,11.533,0.6276,0.8114,3.1255,97.4574,5.9792,7.0103,3.1834,0.9147,39.548,5b127b97-b493-47be-8a83-bc534733213e
TCGA-H7-A6C4,7.0458,0.3997,1.0644,12.416,0.4765,18.5206,3.0648,0.5306,2.6564,0.049,5.0993,13.1491,1.5935,0.8179,23.5751,25.5648,1.208,38.781,1.7167,4.566,17.8001,464.7067,49.1883,33.3601,20.2585,3.7758,27.2992,4bdddb3c-3639-451e-ad97-664fc48b6bf8
TCGA-F7-A50G,25.7536,1.8763,6.243,19.5388,3.6932,216.214,18.004,1.8706,41.3712,0.6872,26.1449,218.8869,6.7724,3.5733,627.0342,68.4163,19.8333,135.5095,5.3189,14.9236,46.0095,1418.3354,85.2235,113.6205,34.9465,15.6107,112.9622,41ead8d0-85e4-41ff-9e51-8afe1e51ea6b
TCGA-CQ-7067,30.1616,0.8604,5.7144,72.6955,0.6824,148.5086,31.3502,0.9472,8.6898,0.943,21.7933,92.4798,7.2594,3.0582,304.5592,48.782,5.3684,97.8818,6.0906,12.3525,45.6669,1297.2001,75.5652,107.0149,51.6505,12.2765,522.0392,3a2fdca3-c3b9-4f71-8f9c-f00970d318fd
TCGA-T2-A6WZ,7.7831,0.2642,4.2144,9.1083,0.2454,72.4424,5.9826,0.334,2.7975,0.3392,10.7248,5.6335,2.6388,1.2054,19.8142,11.7883,3.1774,199.6476,1.891,4.1994,54.0565,491.691,48.7196,46.6398,19.7055,7.9033,40.2496,a6539e64-aeac-4a51-9a35-b088be14668c
TCGA-H7-7774,18.5829,0.9794,3.5229,3.8914,0.4644,278.7033,1.1075,0.3115,5.2611,0.2876,6.6678,130.4386,2.384,1.6191,211.0477,36.4833,1.7179,105.861,2.4,12.2319,23.9756,1035.5887,76.1204,41.8981,57.9158,6.6968,46.1213,9c2a05d4-9f94-44bb-b1ee-a71f4f1c5e8f
TCGA-CV-7429,36.2153,1.29,11.4362,49.9759,1.0024,164.6349,7.8423,0.4955,12.8157,2.5056,11.5249,14.0465,4.6874,4.2271,59.4876,30.0385,10.167,138.0069,3.0251,10.3843,51.6968,938.7102,83.0768,88.0684,47.3275,14.1551,100.8463,22ba6691-d4b9-4067-9acd-17cf251d89b7
TCGA-QK-A8Z7,13.5115,0.8179,5.1899,12.7552,0.1144,39.7764,1.1365,0.4904,0.5901,0.1509,5.1023,28.2958,2.5891,1.3167,10.61,16.9954,1.2246,102.4487,2.0774,5.0203,15.5284,314.0061,25.8496,17.6643,5.4629,5.9305,9.4256,093a60dc-6e80-4c41-865b-4cd98384c6d5
TCGA-CV-7435,57.596,1.1136,14.4399,194.8265,0.4178,340.5084,5.6823,0.6634,7.02,2.7469,20.0342,61.8541,7.7229,8.4642,131.1828,51.0119,11.3954,142.11,3.5953,15.4389,39.9747,1273.8613,73.8043,122.3846,33.2737,13.4656,241.1331,69252a54-bbd0-4e93-a936-6dcb920acfb3
TCGA-DQ-7591,55.0259,6.2442,21.3067,71.4813,9.189,152.5008,10.438,2.1294,5.4726,2.1529,82.5931,90.3295,18.516,16.0383,478.518,54.2912,3.5245,417.3857,11.7237,41.9222,82.9459,2826.5147,137.3606,223.7077,232.5786,26.8937,215.0317,e6b99e42-89f2-4666-a76f-1c33b99d0f0e
TCGA-CV-7434,21.804,0.4263,14.8653,46.0812,1.4784,323.1779,29.9838,0.9054,75.1082,3.3258,45.8548,88.104,3.6078,3.9567,953.5176,12.2086,63.9059,142.5067,1.9694,3.0871,21.5127,478.9176,27.3304,43.4587,2.8779,4.5723,189.4863,a1bf61fc-7a12-4b94-9b39-d468a7df361d
TCGA-HD-8634,8.4801,0.4732,3.771,25.1372,0.5698,196.8012,5.2769,0.5351,18.1421,0.6443,20.4413,62.3339,2.4507,2.0466,633.9265,7.6095,9.7609,135.0885,1.7962,2.302,20.2366,452.4853,21.8968,46.485,12.7318,4.3232,30.8898,6a8370d5-8873-4f35-b6b5-31869f58a736
TCGA-CQ-6222,65.1253,2.9669,9.8017,41.7128,3.0443,163.8196,16.1828,0.6836,26.25,0.6885,30.4299,122.8275,5.4266,3.1189,124.2091,139.5821,18.3613,408.0764,5.5291,30.5257,97.8721,3214.7146,177.132,203.3981,49.6865,32.0775,164.2273,b0a41da1-d309-4d5a-bd1e-59a7ecdcf64a
TCGA-CN-4723,37.8702,1.5526,12.6125,137.2676,1.827,276.3976,33.1914,1.5508,8.7732,4.4578,18.9986,272.2227,11.3726,7.5934,212.7758,64.5424,8.5468,346.8256,5.2825,13.5665,47.1564,1327.6731,72.272,88.105,20.0068,19.0334,77.8773,ae8d7f0a-9810-4321-a53d-ecbcff6a0cf5
TCGA-CV-7178,12.9946,0.6657,1.4296,12.3006,0.2775,26.4869,2.6471,0.1586,1.0472,0.2092,7.9417,4.382,0.4397,0.1278,4.7479,25.175,0.8844,220.8407,1.383,9.7442,30.1399,699.7032,55.9651,79.9958,12.1245,7.1688,56.3635,36697eb3-31ab-4c81-9f93-5e812fec5ffa
TCGA-H7-A6C5,14.6033,0.5937,0.8499,8.3863,0.0,28.4151,1.7237,0.7005,2.3323,0.0539,11.7021,2.6757,1.9688,0.7242,0.5403,8.1506,1.3765,221.4001,2.0174,5.9931,66.0761,1085.6158,39.1039,60.3171,43.3863,8.8833,19.5212,93982df0-1e17-461f-a23a-df067418f1c3
TCGA-D6-A6EK,12.0157,1.3301,10.9536,4.9345,1.556,92.8766,20.7532,0.8035,4.3441,0.7245,29.4561,24.4686,11.0065,6.09,171.9223,27.0783,2.0509,115.8072,6.9791,6.3525,45.2823,769.2527,90.2737,60.4538,8.0204,11.1971,138.0158,ddb1a596-2fce-466b-8b84-a92684527855
TCGA-CV-A45T,40.4068,3.8759,24.8495,56.3082,7.2323,262.5888,21.7903,1.892,18.6519,2.0077,45.6279,318.8665,15.9785,12.8619,1267.0209,59.3632,15.1167,301.4525,13.9107,17.5342,83.9324,1981.7713,127.5366,119.5792,63.7754,22.8401,399.5109,3e1c0989-8575-4d69-88b4-623292093043
