case_id,CD4_ENSG00000010610.10,TBX21_ENSG00000073861.3,LAG3_ENSG00000089692.9,ICAM1_ENSG00000090339.9,IFNG_ENSG00000111537.5,STAT1_ENSG00000115415.20,GNLY_ENSG00000115523.17,IL18RAP_ENSG00000115607.9,CD274_ENSG00000120217.14,CD80_ENSG00000121594.12,IRF1_ENSG00000125347.14,CXCL9_ENSG00000138755.6,CTLA4_ENSG00000163599.17,ICOS_ENSG00000163600.13,CXCL10_ENSG00000169245.6,HLA-DQA1_ENSG00000196735.13,PDCD1LG2_ENSG00000197646.8,HLA-DRB5_ENSG00000198502.6,CD247_ENSG00000198821.11,HLA-DOA_ENSG00000204252.14,HLA-DMA_ENSG00000204257.15,HLA-DRA_ENSG00000204287.14,HLA-DPB1_ENSG00000223865.11,HLA-DPA1_ENSG00000231389.7,HLA-DQA2_ENSG00000237541.4,HLA-DMB_ENSG00000242574.9,CCL5_ENSG00000271503.6,file_id
TCGA-CR-5248,77.6518,8.9489,61.749,68.9802,21.3772,119.6606,25.2131,0.788,9.4089,1.3056,40.7104,550.3108,14.4773,13.2383,95.4726,68.9538,7.3675,509.5096,69.3732,37.6206,114.2863,3080.4728,246.8623,279.5058,355.1545,35.4382,1097.7258,8f8747e2-5ea0-4347-a998-7f52ff5f1a83
TCGA-BB-4225,60.122,2.4219,29.2503,462.896,2.3534,212.1005,43.6543,1.2196,6.7107,4.2644,46.7875,90.6356,14.7516,20.6513,1068.9304,96.6255,3.1324,693.8901,18.1238,58.0503,75.75,3353.2218,139.1355,245.312,312.8613,26.8388,574.3863,4e2e0508-1085-4ec8-9c56-c29127d0a3a2
TCGA-CV-A6JN,7.7914,0.3741,12.4808,7.0898,0.9816,108.0722,13.2131,1.4463,10.0898,0.756,33.6286,21.0397,8.5493,2.476,170.8808,10.0316,6.3753,153.8473,2.7929,2.8259,45.6115,617.4433,58.3923,37.4399,17.9009,7.0919,245.7227,151e8d75-31ae-4cf3-ae8b-f5f105e6363a
TCGA-D6-8569,22.2633,1.5347,9.1235,96.5427,1.4007,355.4184,15.0303,0.8936,9.6258,2.5076,57.6131,59.3224,8.7683,6.5704,269.8581,21.2703,8.9361,473.494,3.285,8.7745,43.3726,1341.5178,64.2937,88.4175,23.3402,11.4217,70.4392,bf51cf1f-c9a9-4923-af87-b80ac8450edb
TCGA-CV-7235,113.1423,0.804,4.4198,100.5659,0.0871,68.0775,2.7359,0.4625,2.5816,1.1988,22.4533,53.6219,4.5119,3.9521,31.2081,235.4164,3.4712,428.8066,4.9963,78.4216,223.61,4531.9685,250.5837,476.4269,0.7961,49.6737,65.046,938c8a89-f60e-45d4-9055-6ef27f73d936
TCGA-CQ-A4C7,17.907,1.4392,7.3898,80.2521,1.5252,367.8382,35.4879,1.302,23.5633,1.5416,40.7245,261.0724,7.8461,3.4156,625.1109,24.6261,19.0897,98.4602,3.2466,8.4648,33.1814,933.1343,46.478,57.9405,24.5871,8.4262,48.2772,d81be377-be69-4b84-a224-015aa562601f
TCGA-CV-7183,3.2183,0.0941,0.5171,3.6376,0.3262,51.9326,0.5024,0.0166,1.4184,0.0461,3.3394,9.8009,0.1615,0.2441,8.3211,1.6285,1.8071,15.8807,0.4284,0.5945,3.1157,104.7543,6.7517,9.3211,5.7576,0.7707,6.6214,cae964d9-1b18-4343-acc1-ed243e566ea1
TCGA-CQ-5324,22.6427,1.1407,12.4199,81.2093,2.1385,367.7445,29.4548,0.2729,8.4119,1.4105,32.4834,217.4876,2.0043,2.954,289.411,34.2147,4.2926,198.5641,2.9891,6.4344,22.512,617.236,51.2965,35.8881,6.6607,6.1051,79.2,46602657-873c-4a6b-86e3-fb0f75eee3e2
TCGA-F7-A61V,8.2658,0.3782,3.1271,19.779,0.3075,62.5184,2.9123,0.2511,13.4291,0.4828,12.6375,21.0595,3.3637,1.5809,61.0513,11.2696,2.4495,48.2041,1.4768,3.7043,15.1443,397.669,23.5646,28.9977,12.9387,4.8697,29.6819,745aa662-a927-4863-80d2-7b9f222d708d
TCGA-BA-4078,55.0611,0.6545,6.6851,34.3116,0.8435,124.1472,1.92,0.4853,21.0341,2.0376,17.3952,91.6345,6.3788,4.0252,117.7176,49.723,10.0804,282.1894,4.3508,21.7191,53.8011,2299.2333,119.0029,162.6541,88.754,23.7641,25.8329,95cff59f-cec7-490d-9519-83b39c202cb2
TCGA-IQ-A6SG,9.5874,0.237,1.2214,36.3756,0.1581,62.0914,3.832,0.6292,0.8504,0.7745,6.0293,3.553,2.2138,0.9461,4.8871,7.2583,1.338,31.0088,1.2218,1.5963,8.83,228.6869,15.6883,15.6929,8.6648,2.334,9.1939,f251a0a3-2d9d-4b3e-9277-9a7bdec380cb
TCGA-CV-6433,74.848,3.6137,104.5541,199.605,6.706,400.0326,53.0362,2.9681,5.0169,2.7187,59.8032,789.5857,17.2842,9.1338,1880.6813,56.1576,4.7142,698.1608,13.2292,49.5867,188.4285,4690.5502,258.8348,250.9157,269.2773,77.2679,811.322,c013ba53-35bf-4b40-a744-21f390303dee
TCGA-CX-7086,11.8488,0.8205,5.6709,42.6357,0.4963,143.6554,2.9918,0.5235,4.9381,0.8418,11.4047,48.3826,2.8555,2.6472,155.8054,24.1525,2.1419,190.6547,2.086,4.3844,32.259,817.9149,35.7675,47.2995,0.8932,5.2118,50.2884,16115315-72cc-454c-93dd-ec6c6310a8f1
TCGA-UF-A7JO,89.3819,4.7714,21.3453,49.3922,8.2366,507.313,38.6504,6.745,29.8268,3.7924,77.3961,812.4382,21.4512,8.8997,1389.9747,121.2106,12.677,404.5136,9.7921,33.0916,117.4178,3532.4884,242.7676,241.4347,164.4235,49.29,559.9686,6963bebd-6efa-457d-b2b1-949576cb32e4
TCGA-C9-A47Z,6.0253,0.3727,5.9329,32.5149,1.1848,145.3777,12.864,0.7036,70.093,0.7307,17.3822,129.6113,4.9067,5.2572,856.8394,8.1109,32.0195,82.0195,0.9539,1.9466,25.0524,542.7755,20.4574,22.9084,8.1859,4.3545,70.353,bdf4c1e7-f823-4828-ac05-e8b0608a2a11
TCGA-CN-4728,139.6362,2.6241,5.6045,138.9421,1.0761,153.9269,19.5312,0.544,14.0185,4.9251,25.9697,118.6054,12.2082,8.1404,123.6895,148.6892,20.4387,442.4346,8.9684,39.7831,101.3582,3742.6661,239.2757,155.8526,198.2558,40.5187,181.5314,bb9b442e-d08b-4b0d-8136-f095dee5991c
TCGA-CR-6481,142.4485,10.8119,31.3359,94.8772,7.5251,212.5937,20.9354,2.2783,13.028,3.8217,37.1444,621.1085,16.8169,19.718,217.355,238.8416,16.4808,1220.013,21.2692,72.3175,143.0246,4056.1326,243.4996,440.2371,82.604,48.6838,330.3946,53401597-522a-4be6-8f22-9ef858a691ae
TCGA-HD-7832,24.6669,1.4586,20.3079,69.1126,1.8876,521.8158,27.7761,0.5202,19.9623,3.4683,65.0666,37.2973,6.0885,5.9536,1040.404,10.4031,19.926,198.4121,2.6066,4.7013,35.6258,1105.1663,50.055,111.33,50.0912,8.2753,179.483,08c1c957-1ef0-48c2-8131-e1e9f29f9b02
TCGA-CR-6493,7.0943,0.3601,3.3819,53.8808,0.3643,231.4816,4.2813,0.1275,13.3617,1.0395,17.6629,39.6695,1.973,2.3722,320.5673,7.6726,13.4486,80.4631,0.7499,1.3119,15.3297,404.7625,16.2798,46.8698,12.5347,2.1995,63.3557,3f6cc2ce-245d-4eed-831c-ad4165376e69
TCGA-BB-7866,67.318,2.8852,9.6858,93.3226,4.2459,124.8919,8.3234,2.3895,18.0474,2.5951,39.1725,116.8958,15.0006,9.1675,150.3793,234.8173,5.7998,972.2082,8.3538,70.947,145.0323,3711.4277,176.1694,266.0257,27.0689,52.6282,90.7592,bc3174f1-53fa-4e76-92af-4093924daa83
TCGA-BA-A8YP,25.1305,0.1437,5.0113,23.8051,0.1246,120.0341,3.7139,0.407,2.9567,2.1602,6.6828,19.154,5.5347,3.184,26.902,30.4483,3.3502,130.5434,1.7205,10.5205,31.8529,835.7353,57.5271,50.806,17.2821,10.532,41.3693,fe7ba23d-4829-4d00-a20f-2390c2bb22f6
TCGA-CN-4722,13.3208,0.3942,0.9734,12.4537,0.1424,25.1308,1.1178,0.1308,1.2699,0.2013,4.2182,3.1855,0.9267,1.295,4.5131,16.6864,2.1805,133.788,2.4047,3.9361,19.9654,403.7156,34.0973,18.4812,6.121,4.3178,27.697,39a52830-42d3-4372-bfb7-dca85d09b3c9
TCGA-CV-6938,64.8344,3.4403,41.6401,114.1408,9.4064,511.1697,64.9011,1.6954,69.9223,3.3856,68.7273,577.4518,9.7827,7.4528,2610.7187,119.366,22.9129,359.3433,6.3599,31.6336,144.0381,3963.3438,185.9273,391.0299,37.4453,30.8335,307.6624,0486cbe7-ea63-4a75-8bad-7e95993b34ce
TCGA-CN-A49C,18.8944,0.8594,4.3882,23.7539,0.8279,93.1704,15.0339,0.9296,12.1425,0.2926,23.9526,15.7287,3.8946,1.8823,112.8507,21.3497,3.762,88.4832,6.4467,8.6446,43.617,822.7071,72.7574,50.2695,42.9802,10.3514,41.1776,e5d9c53b-3516-45c4-8008-f20e9586628f
TCGA-CR-6471,50.9843,2.0291,7.878,49.2008,2.1992,256.6027,5.9434,0.7363,19.332,0.9947,40.7934,116.0763,6.994,6.8858,254.2597,48.7211,8.2348,466.8442,10.1668,20.4932,43.9001,1630.2324,92.9511,152.5906,52.2772,12.9551,187.6483,01938448-39ff-474a-865e-b41c5207f3bb
TCGA-CV-5978,117.7994,2.1703,3.9043,56.4267,0.2663,206.7641,3.5278,0.2174,28.5475,3.6466,10.3926,10.4338,10.0459,6.9481,23.3279,49.7868,23.1159,82.2954,3.3308,19.2498,69.8694,1413.805,75.1122,103.6203,17.1042,23.5815,48.3317,35642bf7-b6a9-4b78-a11e-e89c2a30d451
TCGA-T3-A92M,48.7337,3.3017,12.5919,66.3789,3.0917,265.5873,25.3265,2.1974,8.4221,1.8558,42.0128,127.9468,10.141,7.5398,374.1132,103.3526,3.7347,197.4657,6.9266,21.2509,76.2408,2040.8639,128.1407,217.6183,36.7123,30.0757,119.0117,9bd7d902-9828-49a7-93c8-7223340ba3b6
TCGA-BB-A6UO,10.6293,0.2486,4.4608,49.7989,0.2994,113.3981,25.9394,0.4401,20.5107,1.8054,11.6346,16.6768,2.7107,1.6542,92.259,11.1985,10.6143,73.3234,1.5279,2.237,15.2216,427.3152,28.8962,23.6027,19.8436,4.9986,72.1727,9b55f6d0-87d1-4afe-b27a-491c5e4784b1
TCGA-CR-7382,150.4096,4.3762,33.8308,262.2598,4.1433,737.8934,58.5445,4.5631,81.8175,9.493,73.8117,739.631,18.6027,25.2281,2119.3725,162.8192,73.4578,513.2107,11.0797,42.0261,88.4192,3770.6053,156.8189,377.5458,2.264,34.4339,155.7342,89472f4a-ab97-477f-8da5-92bb6b153426
TCGA-CQ-6227,17.2452,0.386,2.1045,36.232,0.1455,79.0794,28.2925,0.1634,5.2972,0.7678,9.1635,98.2007,1.9761,1.6079,58.2594,25.3117,11.3568,104.5588,2.4897,8.5516,35.5377,813.9114,68.8683,80.5144,51.2112,7.1428,67.7952,9cd8121a-2c9d-4a60-9235-8f3f5702b5cc
TCGA-CQ-6221,47.587,0.2244,0.8565,78.2648,0.1081,62.529,34.4896,0.1103,1.4017,0.4481,8.2951,7.4892,0.3058,0.3981,6.6828,35.8314,7.6683,237.9768,0.6326,18.8249,71.46,2204.8273,117.8646,142.6085,51.6126,13.9297,17.4612,28a3b4b9-ee0e-4554-8c5d-9fe619e81564
TCGA-BA-5558,47.8356,1.6886,14.021,65.9913,1.743,205.2519,30.8264,1.192,6.0887,2.0201,26.6353,92.1204,9.4441,6.0594,265.1901,50.2693,5.9451,318.5954,4.1205,14.6381,40.9375,1717.3535,65.1978,130.0302,101.5198,11.1074,117.7524,d66293fd-36de-4518-a594-0a56d7299719
TCGA-CV-A45O,7.061,0.4546,2.8782,6.6273,0.3285,164.3965,3.7715,0.6855,20.4534,0.2751,6.2168,28.3028,2.3132,1.4621,35.2465,10.39,5.5249,94.3034,1.2052,4.3235,22.3802,522.9999,27.051,41.877,18.189,4.944,30.2819,495475bb-30cc-40bd-8640-cc35ab2a240a
TCGA-P3-A6T8,13.0555,0.1187,1.1721,78.9329,0.1286,96.2752,14.9763,0.7089,4.2651,0.7271,15.4782,2.5102,5.4219,2.4279,16.4358,8.768,6.3719,22.5516,1.5443,1.3281,8.5906,221.9085,18.5657,19.8607,11.9638,2.8866,7.4806,1217b52f-535e-4a57-a23c-8bc37ac86dbc
TCGA-CV-5435,12.8502,0.2341,1.8386,41.8852,0.0,65.4182,34.6621,0.2072,14.618,0.929,11.7502,15.0721,0.8205,0.5675,9.9375,44.6301,3.7904,128.8105,1.1752,5.2848,14.8413,405.6564,25.8068,38.8258,19.329,3.7873,51.8327,f5e13a7c-953c-4d71-8b27-82033f3c51a4
TCGA-CN-5370,109.0832,1.84,48.8488,178.351,2.796,625.4915,23.8592,1.2255,59.0908,8.1208,36.0682,140.3642,16.66,14.2187,1307.7776,103.6534,51.0428,422.73,8.8627,29.3618,92.7312,3627.1468,164.1805,336.7843,97.5386,35.3727,214.19,28049154-f1db-4b0e-9cbc-4bdd5a745d46
TCGA-BA-A6DB,44.1806,3.3347,12.3689,25.5026,2.0809,156.9421,50.8839,1.7439,7.0705,1.4035,30.6933,219.9116,10.9078,9.0773,390.0988,108.2151,5.2354,175.2826,14.3347,19.7929,84.7879,2309.8142,214.4111,159.764,78.4131,28.7512,255.437,d43cedec-541c-431d-9bb7-90fcc7a133a1
TCGA-MT-A67A,3.9196,0.759,5.103,2.7296,1.7586,46.0851,45.2731,1.4824,3.8631,0.1069,18.2125,42.946,0.642,0.4441,112.4905,7.1563,1.3559,30.777,3.3379,2.0505,14.8575,285.1219,19.444,13.7206,0.7539,3.0827,68.3779,8549e24f-b9d7-4203-97ef-15aeb7a7fde6
TCGA-CR-7372,23.1033,0.3699,2.1246,17.599,0.2004,95.2826,7.7868,0.2864,2.2896,0.491,6.8498,11.4286,4.4518,3.484,20.8124,19.3954,3.4433,98.4492,2.467,6.2553,16.2298,669.6398,45.8537,69.2218,16.1067,4.8671,24.8149,aea0d82e-1955-43f7-b3c9-4299a2f7a456
TCGA-HD-A6HZ,47.1233,2.7088,7.7301,63.036,4.1754,142.1073,11.4608,3.3031,11.251,1.9918,46.0349,253.7035,15.7645,6.8793,206.2249,60.3772,11.7926,547.8024,7.0311,26.6527,57.4681,1864.5378,89.0984,133.8912,85.9972,18.7027,78.0582,c5cee1b1-52af-4448-9ce3-443eee654433
TCGA-D6-8568,20.2098,0.5368,4.2816,189.2178,0.9974,72.1765,26.8228,3.5293,8.698,1.5037,39.3392,78.8151,7.5724,5.664,318.5727,27.3893,11.0088,94.6124,2.5699,6.084,29.796,874.4707,47.2033,74.5956,10.0099,8.6622,308.5348,48ffbcc0-bc7b-4295-a27a-9ce3b7a17814
TCGA-D6-6825,65.1579,4.3868,19.7523,114.4129,6.3905,714.6107,42.2424,3.9451,27.5645,3.7767,53.967,671.8032,21.148,22.6457,1239.2705,158.5234,25.304,808.7536,10.9886,40.9633,77.5605,3238.7231,151.2204,207.942,3.5244,28.5061,229.9663,7a135d57-ce55-46bc-99d3-d7acf7c2751a
TCGA-CR-6484,111.7703,2.2293,15.532,112.5812,2.5951,235.3628,14.2264,1.2605,21.8823,1.6021,64.4742,233.5578,11.318,6.9225,158.1735,59.0262,8.9343,806.4431,6.2862,53.2335,186.185,5275.9174,306.5145,249.8929,227.4795,55.1832,125.7564,21313b5a-fa60-4113-bd3e-f1aaf595323a
TCGA-MT-A67D,17.6206,0.7341,3.2824,42.2767,0.2856,77.7771,2.9029,0.7164,6.0023,0.6767,11.9436,23.1229,6.6501,3.6637,60.9365,22.3126,4.2668,317.1959,3.3441,6.9033,32.6679,656.8755,41.6259,35.1947,0.5423,8.4409,618.3461,6e5885ee-adc4-4771-a7ec-9719dbd59081
TCGA-CN-5364,38.5137,0.6508,3.2051,144.4125,0.2821,218.2651,33.2854,0.8832,7.7212,1.0989,38.5252,41.972,1.7563,1.494,68.5288,51.2537,3.8635,125.2808,8.2158,13.6259,47.839,1217.6058,101.5581,123.7789,24.9187,13.6161,65.1895,6f76f81d-dd73-46d2-9fa0-3dc21b753b28
TCGA-CN-6021,13.7886,0.3417,1.8158,22.1738,0.2777,38.8522,1.2693,0.7937,1.5146,0.3315,3.8843,4.2024,1.2311,1.3853,2.4806,15.5624,1.9591,67.4869,2.2232,7.1278,19.774,467.7929,34.241,32.8239,28.2952,3.9977,25.2777,4a4b8437-d003-4149-9770-fa8365eb3430
TCGA-CV-7089,15.8921,0.7184,4.7362,34.8681,0.7996,176.4298,11.0727,0.842,15.2844,0.6662,30.5407,45.7406,3.6675,2.5385,173.1489,11.5731,37.5527,122.2739,2.5773,6.5064,34.6235,946.4471,60.5678,55.2203,53.3763,7.4464,87.4453,28b7da5b-4e10-46a6-aa08-db3738a5d220
TCGA-BA-4077,85.0409,1.9716,11.9332,102.9712,2.4985,343.1585,32.8741,1.5034,23.5888,1.3878,77.0036,405.7347,4.2789,4.0569,1460.6815,123.1324,13.4235,1819.8282,10.5995,39.243,160.9863,4858.5516,251.6505,454.7226,38.1192,37.9393,181.5051,50e29729-0b0b-44e3-ae95-4de7372c087c
TCGA-UF-A7J9,30.3601,0.6868,3.0152,38.0722,0.8822,86.6733,22.6371,1.3282,18.1233,1.8911,14.7571,26.2879,7.0828,3.3259,56.9974,48.6018,7.6052,187.4948,2.8966,14.0678,43.4811,1410.7929,82.8316,102.4111,87.7924,16.1682,47.1722,efba4bec-89e3-41d2-ba9f-8b4ef7be3b95
TCGA-CN-4729,20.0086,0.3731,3.8455,50.5861,0.0426,64.5789,1.7931,0.921,6.1982,1.4759,13.0679,10.9022,3.0588,2.0382,11.2298,24.9215,2.9883,63.0884,2.926,5.2099,18.7559,641.4679,39.0766,47.9112,4.2776,4.3241,16.8829,d6b37c06-d3fc-4892-b651-53e7401e8924
TCGA-CR-7379,26.663,0.4241,2.3677,57.7897,0.2298,68.0326,2.8862,1.0509,10.2159,1.2819,5.1237,32.4962,2.5749,2.6031,30.5532,21.0651,9.2002,97.4698,0.8692,8.6413,23.9422,1048.9281,47.3452,87.3035,31.1888,6.9739,16.2632,74ad1b3f-bc69-49bd-9b7f-b4819ba155f9
TCGA-UF-A719,8.9254,0.3581,4.6955,22.43,0.6946,217.2144,11.27,0.7841,5.6371,0.3696,39.1305,1.4158,1.5723,1.3546,13.602,7.8071,3.3367,37.5659,2.3796,1.5141,18.4375,287.3787,15.0376,16.3214,18.6656,2.5958,86.1541,27794773-b10f-4ef7-9c19-90958bfc3d2d
TCGA-QK-A6IJ,11.1731,0.3213,10.1759,6.6955,1.2622,61.8415,31.3618,1.0662,2.2453,0.3773,32.8595,23.2709,8.1032,2.8659,132.3755,29.1758,1.257,180.5564,4.3118,19.7242,140.8892,1468.3233,183.7309,86.1869,6.5072,16.2934,68.0738,ba98799c-6f98-4d0e-9ce1-b2a21df680c5
TCGA-CV-6961,26.3339,0.9301,4.7936,279.8736,0.3804,208.0637,28.0905,0.6368,7.9058,0.8459,25.74,136.3146,2.1957,1.8392,297.022,102.5741,3.9967,2061.5744,2.4666,59.4811,123.1003,3787.9075,128.3903,333.9591,7.5198,22.2095,41.0574,a6095079-12c7-4de0-a779-e1c639db5541
TCGA-CN-6023,67.9964,4.5747,35.3528,41.5797,3.7426,217.9002,2.352,0.862,53.0704,1.3624,17.2619,312.3675,6.1726,4.89,54.6278,113.4485,14.6698,190.1535,12.3587,31.2269,60.9036,1785.776,134.6532,196.099,29.0397,22.6058,344.0356,e94a11c5-a447-4c7e-a19d-afb34d300a75
TCGA-CN-4741,26.1704,0.6414,3.7938,25.5606,0.437,120.7118,8.3047,0.5677,4.8834,0.5989,23.5218,47.6893,3.8891,2.1401,70.4211,29.9772,2.6902,333.8273,3.2914,15.9393,57.6526,2074.9244,73.5615,112.2424,71.2373,18.2919,42.9726,a62d59ff-b040-4986-adb6-044191fe4462
TCGA-QK-A6IH,9.5623,0.2122,2.9976,9.4066,0.3578,29.7321,13.1838,0.167,0.889,0.4238,11.6982,4.6854,1.3594,0.7531,23.1258,5.3867,1.4253,79.5253,0.6751,2.2821,18.2007,281.8704,46.7843,19.7709,31.3306,5.6624,117.9306,a14a2fc7-3f99-4ba8-a6e2-41a72a0f59d4
TCGA-BA-A6D8,18.3352,0.3357,3.9058,7.76,0.3969,14.0293,4.4432,0.5132,1.014,0.2992,6.2105,1.915,3.3316,1.4011,2.4544,11.9529,2.0093,78.5708,1.3901,5.003,30.9945,257.9068,81.873,17.0865,19.78,7.2416,26.1329,727176ff-b360-45b6-9f18-cc18cace6961
TCGA-BB-7861,149.8869,13.3391,59.3742,337.2761,26.0881,545.985,37.0154,19.67,86.6339,8.2923,130.9391,2163.5275,30.83,24.8057,3673.5391,264.4814,21.4775,379.4497,30.8435,77.5357,114.8161,4042.7596,223.0205,446.4735,157.9997,63.7721,545.1975,14456850-fe81-41f4-bcbb-eff9e48d04d7
TCGA-CV-5432,11.8099,0.8298,2.9994,13.4501,1.349,76.5705,3.5146,0.3978,0.95,0.3954,14.9119,32.3773,1.9932,1.3803,21.5495,11.8932,1.6046,120.8132,1.7773,8.0808,27.4426,699.9231,48.332,61.4507,60.3789,6.6694,34.2072,2da6fba1-296e-4cdf-8ffb-f9a4f7709038
TCGA-CV-7406,4.3479,0.3196,0.9673,55.3204,0.033,20.4966,2.9629,0.2963,4.2008,0.2114,9.0134,1.4468,1.0827,0.8658,4.3516,7.2197,0.8705,104.6919,1.1289,2.5349,12.2534,316.1687,17.3494,27.3677,10.1373,2.2255,8.1012,abbfd050-61b3-4138-94d2-19a11fe55407
TCGA-CV-5966,37.7079,1.4617,44.1562,116.8262,2.5347,412.1185,54.7868,0.8757,39.1853,4.887,57.9138,58.046,7.5856,7.8556,1579.929,31.6202,24.7817,281.6885,4.0826,14.4353,96.321,1310.0833,87.2216,219.8507,63.402,18.0044,391.9019,0a72a23d-0e31-4060-8a99-c5da7e11c5ef
TCGA-CV-6934,25.0274,0.9334,5.9452,38.7754,0.2672,140.6211,2.0028,0.6235,4.3214,0.2302,64.0791,51.3203,0.5401,0.5449,15.5019,23.6625,1.2926,329.8985,1.8909,14.7143,126.1056,2105.9254,83.2798,106.5192,46.1985,20.4343,71.242,ac1b4443-36d4-4cb0-8297-6edae4520c9d
TCGA-CN-A497,22.4683,1.1179,10.1213,86.0486,1.6373,73.4401,5.414,0.7487,6.3324,1.5551,18.3743,48.3151,7.1527,5.3978,17.6168,36.7221,4.6307,213.4369,4.6595,17.485,78.4909,1561.511,79.0814,74.4662,88.7741,20.6998,43.0143,0f568886-7033-4eee-98b2-beaea3819bac
TCGA-H7-8502,18.902,0.8203,6.518,117.4443,0.7113,169.4182,4.2757,0.9801,5.7662,2.2117,28.2673,57.2084,3.3207,2.4564,152.1129,32.8658,6.3752,46.8581,1.0676,7.0484,18.7141,522.9453,30.165,53.2919,0.2954,7.2356,286.8096,09e82288-aaa9-43c7-81ec-d1f98e18a798
TCGA-F7-A623,13.434,0.8298,6.5836,23.3572,0.8047,234.54,8.4843,1.0436,2.093,0.5887,11.9167,28.5462,6.0535,3.3346,166.8889,20.828,1.4613,53.5605,3.1545,3.4648,22.4734,479.8542,30.8887,49.2033,3.8922,6.1384,119.6127,78107a9d-4eea-4cc6-9aef-1915f35acf75
TCGA-CR-7398,48.4194,0.6326,6.4223,33.0144,0.0623,110.9429,3.4436,1.2725,3.3443,1.1042,11.7335,10.0339,7.0901,4.9368,81.0116,33.6252,8.2874,228.0903,2.6385,5.6042,20.2795,802.6216,31.2239,66.0836,0.4142,5.8255,31.2723,5dad89d3-a15a-4dcd-9b91-77f824f343bf
TCGA-T2-A6X0,39.0419,2.2298,12.0266,38.4318,1.6546,216.6122,11.1796,3.1823,60.1502,0.9026,10.3455,373.2223,11.2361,3.208,367.3659,39.1632,6.3745,562.9127,7.477,32.7072,62.4191,1466.8001,72.7852,135.249,59.9642,20.5757,105.8487,7e910e81-71a8-4120-993e-746d29902026
TCGA-H7-A76A,96.0678,4.3077,15.0901,89.9026,1.5128,81.4315,54.1739,4.1319,5.536,1.337,39.6022,208.117,15.9996,4.924,195.3757,127.445,7.351,386.2074,19.6218,45.4894,163.0184,3155.0373,290.08,298.2419,65.4249,50.8333,309.6221,6c93913f-c670-4a58-acdc-91166f249eef
TCGA-CR-6473,19.5768,0.9406,6.6787,74.0638,0.9514,110.0373,6.1312,0.3607,7.8732,0.9221,59.814,42.5651,7.3069,6.7904,364.1442,9.2067,1.9965,53.2635,5.5083,3.6536,24.6242,440.9316,27.1859,31.0552,24.5541,4.5672,47.2159,fcc92fb1-5ea5-4a09-b529-af4c06e78dc9
TCGA-CR-7404,63.1567,4.3958,14.5998,84.5559,4.1078,199.099,41.8754,2.0057,24.3686,1.8675,40.3124,274.9194,14.6902,9.8668,183.8363,75.0966,10.0375,209.3613,14.5054,22.8829,72.3265,1757.9153,121.0995,151.5229,92.8597,24.1578,181.2555,6a74413d-938b-492c-94ac-d5113d255240
TCGA-CR-7394,56.8439,2.7985,27.7255,46.2924,2.4147,301.6428,22.892,1.3466,15.6253,2.0422,23.575,628.0682,7.5987,7.4846,647.7758,91.568,16.7745,513.3393,12.482,38.1738,76.0473,3385.1051,150.9321,344.8045,141.0275,22.0472,286.9013,5fb5f7ac-6241-4c3d-8350-b18f28c317c5
TCGA-HD-8224,31.1943,0.8442,2.2116,64.1709,0.183,76.6505,9.3452,0.4856,14.5643,0.5517,30.0852,15.9714,1.7603,1.4324,14.6157,25.7877,4.328,115.3173,2.4445,10.8379,32.5356,890.5605,60.7452,85.7384,60.3379,11.2166,47.8961,a7f51de2-26ec-4719-89b8-161c9d1f0790
TCGA-CV-7430,5.5466,0.1167,1.1362,31.0701,0.0843,49.662,2.2456,0.0344,1.6283,0.5086,10.0642,3.181,0.7397,0.3106,5.9972,2.7078,0.3149,32.1082,0.8987,2.1132,5.5115,180.8951,10.9713,18.1225,14.3242,1.2066,8.1414,19993db1-8cd3-4095-80fb-5e0c7c8d14d3
TCGA-QK-A6IG,19.8469,1.2924,19.0079,95.4419,2.1865,176.5546,81.8506,2.5667,27.072,1.0301,72.4273,55.0546,10.8267,3.8384,513.5931,13.0918,16.876,92.8087,6.1332,5.4168,50.5346,850.6816,51.4671,74.0229,21.5664,9.4891,410.9736,c2d0bb8c-05d3-4eb9-9782-aaf4f9e91353
TCGA-CR-7371,45.7201,1.9853,7.8964,65.7647,1.3565,116.8533,5.7632,2.6929,6.743,1.2165,19.8533,87.6064,7.8617,7.5385,82.4872,50.3919,9.3169,167.3116,7.0633,15.7565,44.2159,1378.4628,80.8587,102.1769,87.2623,13.4586,99.2356,50fd12e8-71e9-40e9-8752-33cc2b537000
TCGA-CN-4726,12.6306,0.066,0.4538,32.5817,0.2863,81.638,2.0483,0.565,4.6282,0.9173,6.4936,8.1629,1.2422,1.8897,14.2628,23.6764,5.6791,78.9628,0.7879,2.3481,13.0942,792.6006,30.7868,43.4322,7.0155,4.6853,21.9359,130c3d03-9b15-4577-bff2-f9e3cf8cda29
TCGA-CR-7380,47.7448,0.4919,2.3503,36.2083,0.1333,118.1457,1.9864,0.3265,6.7186,1.2559,12.2018,49.0176,3.2055,3.9584,40.5228,15.4416,16.1272,189.1014,3.2009,13.0557,29.1745,1229.7356,68.5242,85.3635,54.9638,8.6073,41.2394,2f31d626-547f-4163-a934-4550c7302dc5
